Judul Berita,Label
"
1 Yuan Berapa Rupiah? Begini Cara Ceknya Secara Online
",Netral
"
Pelita Air Bikin 'Kartini Flight', Pilot & Awak Seluruhnya Perempuan
",Netral
"
Progres Terkini Pembangunan Bendungan Bulango Ulu
",Netral
"
Prabowo-Gibran Menang Sengketa Pilpres, Kadin Minta Hormati Putusan MK
",Netral
"
Produksi Legging, Omzet Konveksi di Depok Rp 200 Juta Seminggu
",Positif
"
Bocoran Pembentukan Badan Penerimaan Negara, Program Prabowo-Gibran
",Netral
"
BLT Mitigasi Risiko Pangan Tak Kunjung Cair, Airlangga Bilang Begini
",Negatif
"
Kisah Nendah Rintis Bisnis di Usia 19 Tahun hingga Punya 150 Karyawan
",Positif
"
Viral Beli Sepatu Rp 10 Juta Kena Pajak Rp 31 Juta, Ini Penjelasan Bea Cukai
",Negatif
"
Optimalkan Jaringan Bisnis, BELL Targetkan Pertumbuhan 15 Persen di 2024
",Positif
"
Dorong ESG, Subholding BUMN Jasa Survei 'Berguru' ke IBM di Singapura
",Netral
"
MK Tolak Gugatan Hasil Pilpres, Airlangga Sebut Investor Tak Wait and See Lagi
",Positif
"
Menteri KP Geber Budi Daya Benih Lobster, Ini Kata Pakar
",Netral
"
Peringati Hari Bumi, Indosat Tanam Mangrove di Pesisir Aceh
",Netral.
"
Menang Sengketa Pilpres di MK, Prabowo-Gibran Punya Harta Segini
",Netral
"
Prabowo-Gibran Menang Sengketa Pilpres, Pengusaha Buka Suara
",Netral
"
Jabodetabekjur Disebut Bisa Bikin Kepala Daerah 'Ribut', Ini Kata Kemendagri
",Netral
"
2.086 Ha Lahan IKN Masih Bermasalah, AHY: Bukan Lagi Jadi Domain ATR
",Negatif
"
Terungkap! Ini Biang Kerok 150 Sapi Impor Australia Mati Saat ke RI
",Negatif
"
Ekspektasi Pasar Meleset, Elon Musk Pangkas Harga Mobil hingga PHK Pegawai
",Negatif
"
BRI Kembali Sediakan Banknotes untuk Living Cost Jemaah Haji 2024
",Positif
"
Naik 11,7%, BCA Bukukan Laba Bersih Rp 12,9 Triliun di Awal 2024
",Positif
"
Cuma Menguat Sebentar, IHSG Hari Ini Lengser ke 7.073
",Negatif
"
BPS Waswas Mahalnya Harga Bawang Merah & Gula Picu Inflasi April 2024
",Negatif
"
Tak Lagi Ibu Kota, Jakarta Bakal Kalah dari PIK-BSD yang Mau Jadi PSN?
",Negatif
"
Laba Emiten 'Bill Gates RI' Meroket 40%
",Positif
"
Begini Cara Pedagang Akali Kenaikan Harga Elektronik biar Tetap Laku
",Netral
"
Top! Gelas Kertas Ramah Lingkungan asal Indonesia Go Internasional
",Positif
"
Diwanti-wanti Erick Thohir, Segini Utang Luar Negeri BUMN
",Negatif
"
Jokowi Ungkap Produksi Jagung Melimpah tapi Harga Anjlok Rp 4.000/Kg
",Negatif
"
Kemenperin: Impor Tak Dilarang, tapi Diatur Volumenya
",Netral
"
Ibu Kota Pindah Tak Bisa Selesaikan Macet di Jakarta, Ini Alasannya
",Netral
"
Segini Nih Kenaikan Harga Barang Elektronik Gara-gara Dolar AS Tinggi
",Negatif
"
Kelurahan di Jakarta Bakal Dapat 5% Dana dari APBD
",Positif
"
Tinjau Pembangunan Bendungan Rp 2,4 T di Gorontalo, Jokowi: Selesai Akhir Tahun
",Netral
"
Tak Lagi Jadi Ibu Kota, Daerah Khusus Jakarta Tetap Pusat Perdagangan!
",Netral
"
Resmikan Jalan Rp 161 M di Gorontalo, Jokowi: Penting buat Naikkan Produktivitas
",Positif
"
AHY Mau Tertibkan Bangunan Liar-Rawan Bencana di Puncak
",Netral
"
Oh Ternyata Ini yang Bikin Bawang Putih-Kedelai Makin Mahal!
",Negatif
"
Cegah Bank Terdampak Gejolak Geopolitik, OJK Rilis Aturan Baru
",Netral
"
Terungkap! RI Lebih Banyak Impor dari Israel Ketimbang Iran, Begini Datanya
",Netral
"
Tanam Mangrove untuk Peringati Hari Bumi
",Netral
"
Diskusi Outlook Market 2024 di BEI
",Netral
"
11% Posisi Pejabat di Kilang Pertamina Ditempati Pekerja Wanita
",Netral
"
Dorong Transaksi Nontunai, Bank Mulai Sasar Komunitas
",Positif
"
Harga Naik Gila-gilaan! Bawang Merah Mahal di 289 Kabupaten/Kota
",Negatif
"
Dolar AS Tembus Rp 16.000, Harga Laptop cs Kena Getahnya
",Negatif
"
Impor Beras-Gandum RI Maret Melonjak Tinggi, Ini Datanya
",Negatif
"
Di Forum Bank Dunia, Sri Mulyani Berbagi Pengalaman RI Hadapi Krisis Finansial
",Netral
"
AHY Soal Mafia Tanah: Punya Kecerdasan tapi Digunakan untuk Kejahatan
",Negatif
"
Wings Air Tepis Kabar Pesawatnya Hilang Kontak di Flores!
",Positif
"
Jokowi Pamer Impor Jagung RI Berkurang dari 3,5 Juta Jadi 450 Ribu Ton
",Positif
"
AHY Izinkan Warga Ciawi Kelola 250 Ha Lahan Eks HGU
",Netral
"
Gagal Panen Jadi Biang Kerok Bawang Merah Tembus Rp 80.000/Kg
",Negatif
"
Ini Nih Pentingnya Digitalisasi untuk Pelaku UMKM di Daerah
",Positif
"
BPS Buka Suara soal Konflik Iran Vs Israel, Ganggu Ekspor-Impor RI?
",Negatif
"
Ada Sidang Putusan Sengketa Pilpres, KA Jarak Jauh Berhenti di Stasiun Jatinegara
",Netral
"
Neraca Perdagangan Maret Surplus US$ 4,47 M, Beruntun Selama 47 Bulan
",Positif
"
Setelah 6 Hari Ditutup, Bandara Sam Ratulangi Akhirnya Beroperasi Lagi
",Netral
"
Utang Israel Meroket Jadi Rp 696 T Imbas Serang Gaza
",Negatif
"
Ekspor RI Maret Tembus US$ 22,43 M, Naik 16,40%
",Positif
"
Kedelai Diramal Makin Mahal, Bagaimana Harga Tahu & Tempe?
",Negatif
"
Luhut Tak Mau Ekspor Lewat Singapura, RI Buka Rute Medan-Ningbo China!
",Positif
"
Survei BI: Kegiatan Usaha Melesat di Kuartal I 2024
",Positif
"
Jelang Putusan MK, IHSG Menguat
",Netral
"
Daftar 15 Perjalanan KA yang Dapat Diskon 20%
",Netral
"
Potensi Jumbo Ekspor Durian ke China, Luhut Nggak Mau RI Ketinggalan!
",Positif
"
Antisipasi Depresiasi Rupiah Bagi Ketahanan Finansial BUMN
",Negatif
"
Warga RI Lebih Suka Belanja Online atau Langsung ke Toko? Ini Risetnya
",Netral
"
Mendagri Waswas Panen Beras Dimanfaatkan Pengusaha Nakal untuk Ditimbun
",Negatif
"
Luhut Blak-blakan Rencana China Tanam Padi di Kalimantan Tengah
",Netral
"
PalmCo Garap Kebun Sawit Terluas di Dunia, Ini Strateginya
",Positif
"
Harga Emas Hari Ini Mulai Turun, Jadi Segini Sekarang
",Negatif
"
Dolar AS Hari Ini Melemah ke Rp 16.193
",Negatif
"
Kereta Cepat Layak Lanjut ke Surabaya, Luhut Bikin Tim Percepatan dengan China
",Netral
"
Mitratel Kantongi Laba Rp 520 M, Siap Genjot Bisnis Fiber Optik
",Positif
"
Kompak Dengan Bursa Asia, IHSG Mengawali Pekan Dengan Penguatan
",Positif
"
Kalah Saing, Elon Musk Turunkan Harga Tesla di China
",Negatif
"
Jokowi Perintah Menhub Tambah Landasan Bandara Panua Pohuwato
",Netral
"
AHY Bagi-bagi Sertifikat ke Korban Gempa Cianjur dan Klaim Harga Tanah Naik
",Negatif
"
Jokowi Resmikan Bandara Panua Pohuwato Gorontalo, Habiskan Dana Rp 437 M
",Positif
"
Ada Diskon 20% untuk Aneka Produk Segar di Transmart, Jangan Lupa Mampir!
",Positif
"
KKP Siapkan Sistem TI Guna Pantau Pemanfaatan Kuota Benih Bening Lobster
",Netral
"
Minyak dan Dolar AS Melambung, Pemerintah Diminta Setop Gas Murah Industri
",Negatif
"
Hari Kartini, Petugas Kereta Whoosh Gunakan Kebaya dan Bagikan Bunga
",Netral
"
Kapan Seleksi CPNS 2024 Dibuka? Ini Bocoran dari BKN
",Netral
"
100 Hari jadi Menteri, AHY Klaim Masih Fokus Gebuk Mafia Tanah
",Netral
"
Harga Bawang Merah Tiba-tiba Meroket Usai Lebaran, Begini Faktanya
",Negatif
"
Tobat Berjudi, Pedagang Bumbu di Citayam Kini Merintis Usaha Kembali
",Positif
"
Samsudin dan Etty Menolak Gaptek Jadi Agen BRILink
",Positif
"
Usaha Jajanan Sekolah, Delsi Raup Omzet Jutaan Rupiah Sehari
",Positif
"
Jurus Agen BRILink Cegah Peredaran Uang Palsu
",Netral
"
Waswas Jualan Balon Gas, Kusnandar Kini Jadi Bos Odong-odong
",Netral
"
Jualan Mi Ayam Bikin Kartini Punya 2 Rumah
",Positif
"
Tampil di Ajang Dunia, Pertamina Beberkan Jurus Pemerataan Energi di RI
",Positif
"
Pengusaha Minang Bersatu Agar Rendang Naik Kelas di Tingkat Global
",Positif
"
Dipuji Jokowi, Ini Kunci Sukses BRIlink dari BRI
",Positif
"
Pengusaha Sebut Putusan MK soal Pilpres Beri Kepastian Investasi
",Positif
"
Di Hannover Messe, Dirut Pertamina Bicara Target 25% Pemimpin Perempuan
",Netral
"
Kembangkan SDM, Kemnaker Tingkatkan Kerja Sama Bilateral dengan Jepang
",Positif
"
Regulasi Tata Kelola Lobster Dinilai Bisa Atasi Masalah Penyelundupan
",Positif
"
6,6 Juta Kendaraan Lewat Tol Tangerang-Merak hingga Cipali Selama Musim Mudik
",Positif
"
Pertamina Paparkan Bisnis Terintegrasi di Hannover Messe 2024
",Netral
"
Pegadaian Dukung Kesetaraan Gender Lewat Edukasi Keuangan ke Perempuan
",Positif
"
BRI Cabang Hayam Wuruk Targetkan 80 Ribu Nasabah Pakai BRImo Tahun Ini
",Positif
"
Airlangga Bertemu Menlu Singapura di Jakarta, Ini yang Dibahas
",Netral
"
Pedagang Martabak Legendaris Beromzet Rp 1,5 Juta/Hari, Bakal Warisi Bisnis ke Anak
",Positif
"
Libur Lebaran KRL Angkut 20 Juta Orang, Operator Raup Rp 88 Miliar
",Positif
"
Bandara IKN Lagi Dibangun, Target Duji Coba Juli
",Netral
"
Kain Tenun Badui Seharga Rp 500 Ribu Banjir Permintaan Gegara Ini
",Positif
"
Kunjungi Mamasa Sulbar, Jokowi Tinjau Pasar Tumpah hingga RSUD
",Netral
"
3 Bulan Pertama 2024, Perputaran Duit Judi Online Tembus Rp 100 T
",Negatif
"
Airlangga Beberkan PPN 12% Bakal Dibahas Lagi
",Netral
"
Penyesuaian Tarif KRL Sudah Dibahas, Segera Naik?
",Negatif
"
KRL Jabodetabek Tak Bisa Tepat Waktu Saat Libur Lebaran, Ini Alasannya
",Negatif
"
Waduh! 3,2 Juta Orang RI Main Judi Online, 80% Pasang di Bawah Rp 100 Ribu
",Negatif
"
Momen Pak Bas Tinjau Proyek Pembangunan Tol Bayung Lencir-Lempino
",Netral
"
Terkuak! 3,2 Juta Orang RI Main Judi Online, Perputaran Uang Tembus Rp 327 T!
",Negatif
"
Bos Bea Cukai Buka Suara soal Beli Sepatu Rp 10 Juta Kena Pajak Rp 31 Juta
",Negatif
"
Ada Perang Iran vs Israel, Bahan Baku Pupuk Kena Dampak?
",Negatif
"
Puluhan Hektare Lahan Pertanian Terdampak Banjir Lahar Gunung Semeru
",Negatif
"
Prabowo-Gibran Menang Pilpres, Airlangga Ungkap Kelanjutan Makan Siang Gratis
",Netral
"
Harga Sepatu Impor Rp 10 Juta, Harusnya Kena Pajak Segini
",Negatif
"
Terjun Payung Nurhayati Jalani Legitnya Bisnis Dodol Tiga Generasi
",Netral
"
Bank Hana Cetak Kinerja Positif di 2023
",Positif
"
Jurus Pedagang Basreng Bangkit dari Dampak COVID-19
",Positif
"
Gandeng KIP, Sebanyak 6 BUMN Dorong Transparansi Publik
",Netral
"
Lima Mata Uang yang Terganggu Gegara Dolar AS Meroket
",Negatif
"
Pasien Kelas Atas di RS Ini dapat Layanan Antar-Jemput Mobil Mewah
",Netral
"
Ini yang Bikin Impor Sepatu Rp 10 Juta Kena Pajak Sampai Rp 31 Juta
",Negatif
"
Usai Pecat Karyawan Gegara Demo Israel, Bos Google Buka Suara
",Negatif
"
Ada QRIS BRImo, Dompet Tertinggal Kini Tak Lagi Jadi Soal
",Positif
"
Cara Download Safe Exam Browser buat Tes Rekrutmen BUMN 2024
",Netral
"
Harga Pangan Naik di Momen Lebaran, Zulhas: Minggu Depan Normal Kembali
",Negatif
"
Tata Kelola Lobster Diatur, Bakal Bikin Pendapatan Negara Meningkat
",Positif
"
Ini Perhitungan Bea Cukai yang Pungut Pajak Rp 31 Juta dari Sepatu Rp 10 Juta
",Negatif
"
Upaya Bukit Asam Jadi Perusahaan Energi Kelas Dunia yang Peduli Lingkungan
",Positif
"
Cek Email! Jadwal Tes Online Tahap 1 Rekrutmen Bersama BUMN 2024 Diumumkan
",Netral
"
Cara Manusia Sampan Bertahan Hidup di Garis Kemiskinan
",Negatif
"
Airlangga Beberkan Upaya RI Dorong Ekonomi Digital, Singgung Prakerja
",Netral
"
Ditinjau Basuki, Progres Tol Bayung Lencir-Tempino Seksi 3 Tembus 72%
",Netral
"
BSI Catat Kredit Kendaraan Listrik Naik Hampir 50% Pada Februari 2024
",Positif
"
Mandala Finance Catat Laba Bersih Rp 422,9 M Turun 35%, Ini Biang Keroknya
",Negatif
"
Jokowi Bakal Bangun Pasar di Mamasa Sulbar, Minta Pemda Siapkan Lahan
",Positif
"
Emiten Perkebunan Astra Tebar Dividen Rp 316 M
",Positif
"
RI Gandeng Vietnam, Cegah Penyelundupan Benih Lobster Ilegal
",Netral
"
Pendaki Ini Tewas Gara-gara 'Ribetnya' Proses Asuransi, Kok Bisa?
",Negatif
"
Cek Harga di Pasar Mamasa, Jokowi: Lebih Stabil Dibandingkan Jawa
",Netral
"
Emak-emak Jika Berbisnis Sering Bangkrut, OJK Beberkan Penyebabnya
",Negatif
"
Hidup di Garis Kemiskinan, 'Manusia Sampan' Kesulitan Cari Pelanggan
",Negatif
"
Atur Tata Kelola Benih Lobster, Trenggono: Yang Menghalangi Bagian dari Mafia
",Negatif
"
Dolar AS Betah di Rp 16.200, Ini Penyebabnya
",Netral
"
Dukung UMKM, Masesa Pecahkan Rekor Jual 12 Ribu Tas di Event 3.3
",Positif
"
Komisi VII DPR: Investasi Masuk Jangan Dihalangi Izin Lelet!
",Negatif
"
Era Transisi dan Strategi Trilema Energi
",Netral
"
Pemberdayaan Wanita Lewat Kewirausahaan UMKM
",Positif
"
Ini Fokus Bisnis Mandala Finance Setelah Diakuisisi MUFG & Adira
",Netral
"
Laba Astra Agro Turun Jadi Rp 1,06 T, Singgung Masalah El Nino
",Negatif
"
Masyarakat Ramai-ramai Jual Emas, Toko Borong Sampai Puluhan Juta
",Negatif
"
OJK Minta Emak-emak Jangan Berharap Pada Anak buat Hari Tua, Ini Alasannya
",Negatif
"
Melihat Eksistensi 'Manusia Sampan' di Sunda Kelapa yang Hampir Mati
",Negatif
"
Foto Prabowo-Gibran Banyak Dijual usai Putusan MK
",Netral
"
Masyarakat Ramai-ramai Jual Emas hingga 100 Gram Gegara Harga Tinggi
",Negatif
"
Habibie Pulihkan Rupiah dari Rp 15.000 Jadi Rp 6.500/US$, Bisakah Terulang?
",Positif
"
Pemenuhan Jasa Layanan Perbankan di Kemendagri RI
",Netral
"
Top! Ribuan Produk UKM Lokal Baru Tembus Pasar Kanada
",Positif
"
KSP Respons Putusan MK, Singgung Bansos Tak Dibagikan Dadakan
",Negatif
"
Gandeng Kejagung, KKP Atur Tata Kelola Lobster biar Berkelanjutan
",netral
"
Kepala BP2MI Ajak Masyarakat Bersatu usai Sidang Putusan MK
",Netral
"
Begini Cara Atur Keuangan buat Ibu-ibu Biar Nggak Boncos!
",Positif
"
Unjuk Gigi Pertamina di Pameran Industri Dunia
",Positif
"
Jurus OJK Supaya Emak-emak Tak Terjebak Lintah Darat!
",Positif
"
Jokowi Resmikan Rekonstruksi Jalan 22,4 Km di Sulbar, Anggaran Rp 81,8 M
",Positif
"
Pria Ini Dapat Duit Rp 8,1 Miliar dengan Cara Tak Terduga
",Positif
"
Jaga Keandalan Transaksi, BRI Raih Sertifikat ISO 2230:2019 BCMS
",Positif
"
Indonesia Bidik Investasi Rp 20 Triliun dari Hannover Messe 2024
",Positif
"
Harga Emas Hari Ini Anjlok!
",Negatif
"
Top! Jalan di Sumut hingga NTT Ada yang Dibangun Pakai Aspal Plastik
",Netral
"
Program BRI Peduli BRInita Dukung Kaum Hawa Lebih Tangguh
",Positif
"
Jokowi Pastikan Transisi Pemerintah Jalan, Program Makan Siang Gratis Masuk APBN
",Positif
"
Jamkrindo Cetak Laba Rp 1,44 T, Naik 12%
",Positif
"
Respons Putusan MK, Jokowi: Politisasi Bansos Tidak Terbukti
",Netral
"
Erick Thohir Ketemu Bos Ooredoo di Qatar, Bahas Apa?
",Netral
"
Sri Mulyani Kritik Biaya Pinjaman Bank Dunia Terlalu Mahal!
",Negatif
"
Lima Tahun Kerja di Korea, Adi Latif Mashudi Kini Jadi Juragan Melon di Blora
",Positif
"
Penampakan Bandara Panua Pohuwato yang Diresmikan Jokowi
",Netral
"
Sidang Sengketa Pilpres Usai, IHSG Terbang Tinggi
",Positif
"
Dolar AS Melemah Lawan Rupiah, tapi Masih Betah di Rp 16.200
",Negatif
"
Stasiun Whoosh Karawang Belum Juga Bisa Beroperasi, Ini Penjelasan PUPR
",Netral
"
Jokowi Janji Bangun Asrama dan Kirim Mobil Listrik untuk SMKN 1 Rangas Mamuju
",Positif
"
Harga Bawang Merah Tembus Rp 80.000/Kg Gara-gara Gagal Panen!
",Negatif
"
Jokowi Rekonstruksi 147 Kantor-Rusun Pasca Gempa Sulbar Rp 1,31 Triliun
",Positif
"
Fakta-Fakta Jakarta Tak Lagi Jadi Ibu Kota, tapi Tetap Jadi Pusat Perdagangan
",Netral
"
Harga Batu Bara Acuan April Melonjak, Jadi Segini
",Positif
"
Penampakan Jembatan Sungai Longli di China yang Bakal Dibuka Bulan Depan
",Netral
"
Ajak China Lanjutkan Kereta Cepat ke Surabaya, Luhut Bikin Tim Khusus
",Netral
"
Guru Besar UI Soroti Kerugian Lingkungan di Kasus Timah
",Negatif
"
Harta Kekayaan Elon Musk Lenyap Rp 45 T Buntut Saham Tesla Anjlok
",Negatif
"
AHY Buka-bukaan Rencana Tertibkan Bangunan Liar di Puncak
",Netral
"
LPEI-Diaspora Indonesia Buka Akses Pasar Ribuan Produk UKM ke Kanada
",Positif
"
Diwanti-wanti Erick Thohir Gegara Dolar AS Menguat, Segini Utang BUMN
",Negatif
"
Mereka yang Mendulang Rupiah Lewat Hampers di Hari Raya
",Positif
"
Mahalnya Barang Elektronik Imbas Dolar AS yang Tinggi
",Negatif
"
29 Tugas OJK dan 6 Wewenang serta Manfaatnya untuk Masyarakat
",Netral
"
UMR Terendah di Indonesia 2024, Ada di Jawa Tengah dan Jawa Barat
",Negatif
"
Cara Bayar Shopee Pakai DANA dengan Praktis dan Mudah
",Netral
"
Data Impor RI dari Israel dan Iran, Mana Paling Banyak?
",Netral
"
RI & Jepang Garap Pengembangan MRT hingga Pelabuhan Patimban
",Positif
"
Progres Pembangunan Jembatan Jongbiru Kediri Molor hingga Juni 2024
",Negatif
"
Rp 18 T Dikucurkan Genjot Pembangunan Tol Trans Sumatera, Ini Rinciannya
",Positif
"
Masih Cetak Profit, ini Fokus Bisnis Unilever
",Positif
"
Bank Mandiri Taspen Naik Kelas, Asetnya Tembus Rp 63,7 Triliun
",Positif
"
Ini Daftar Jajaran Direksi dan Komisaris PTPP Hasil RUPST
",Netral
"
Rencana PTPP Mau Jual Tol Semarang-Demak
",Netral
"
Dagang Baju Anak Online, Epi Bisa Beli Motor Matic Baru
",Positif
"
Harga Bawang Merah Diprediksi Turun 30 Hari Lagi
",Negatif
"
Kinerja UNVR Q1 2024: Laba Bersih, Ekspansi Margin Kotor-Peningkatan Volume
",Positif
"
AliPay dari China Mau Masuk RI, Ini Kata BI
",Netral
"
Harga Acuan Jagung Bakal Naik Jadi Rp 5.000/Kg, Gabah Rp 6.000/Kg
",Negatif
"
Tokcer! BI Sebut Kredit Perbankan Tumbuh 12,40% di Kuartal I
",Positif
"
Masih Ada Warga Duduki Lahan di Proyek IKN, Otorita Sebut Tak Semua Dipindah
",Netral
"
Ratusan Hektare Lahan Pertanian di Tasikmalaya Terendam Banjir
",Negatif
"
Erick Thohir Rombak Direksi & Komisaris PTPP
",Netral
"
Pemerintah Mau Undang 100 Investor Tawarkan Lahan di IKN
",Netral
"
Bos Otorita Sebut Apartemen dan Rumah di IKN Akan Mulai Dipasarkan
",Netral
"
PTPP Kantongi Kontrak Rp 11,23 T Proyek di IKN, Kelar Agustus!
",Positif
"
Lengkap! Daftar Terbaru HET Beras Premium & Medium
",Netral
"
Pesan Jokowi ke AHY soal Pembebasan Lahan IKN: Jangan Ada Korban
",Negatif
"
Diskusi Membangun Budaya Keuangan yang Sehat
",Netral
"
Cuan! Laba Bersih UNVR Capai Rp 1,4 T di Kuartal 1 2024
",Positif
"
Jawaban Singkat Sri Mulyani soal Kapan Pindah ke IKN
",Netral
"
Kromtekindo Pamerkan 5 Produk Terbaru di Lab Indonesia 2024
",Netral
"
AHY Lapor ke Jokowi 2.086 Ha Lahan di IKN Masih Bermasalah
",Negatif
"
Ini Alasan HET Beras Harus Naik
",Negatif
"
Mandiri Taspen Naik Kelas ke KBMI 2
",Positif
"
Otorita IKN Bocorkan Groundbreaking Tahap 6: Al Azhar-Universitas Asal Malaysia
",Netral
"
Laba Bersih HM Sampoerna 2023 Tumbuh 28% Jadi Rp 8,1 Triliun
",Positif
"
Cegah Tagihan Bengkak, Pantau Transaksi Kartu Kredit BRI Cukup Lewat BRImo
",Netral
"
KCIC Gandeng Deltamas-Jasa Marga Bangun Jalan Akses ke Stasiun Karawang
",Netral
"
Segini Gaji Prabowo Begitu Resmi Jadi Presiden
",Negatif
"
Pedagang Teriak Harga Bawang Merah Tembus Rp 80.000/Kg: Pasokan Kurang!
",Negatif
"
Menhub Budi Karya Terbang ke Jepang, Bahas Patimban hingga MRT
",Netral
"
Kereta Cepat Tak Berhenti di Stasiun Karawang, Gegara Penumpang Sepi?
",Negatif
"
Kromtekindo Utama Buka Pelatihan Kromatografi Cair di Pameran Lab Indonesia
",Netral
"
Ekspansi Bisnis Lewat Kantor Baru Jakarta
",Positif
"
Kenaikan HET Beras Berlanjut, Berpotensi Jadi Permanen
",Negatif
"
PT Bukit Asam Perbarui Kebijakan buat Perkuat Tata Kelola Dana Pensiun
",Netral
"
Rasio Utang RI Ditarget Naik di Tahun Pertama Prabowo-Gibran, Ini Kata Kemenkeu
",Netral
"
Soal MRT Sampai ke Tangsel, Kemenhub: Belum ada Pembahasan
",Netral
"
Ivan Cahyadi Ditunjuk Jadi Presiden Direktur HM Sampoerna, Ini Profilnya
",Netral
"
CIMB Niaga Gelar Halalbihalal dengan Media Massa
",Netral
"
Daftar 10 Smart City di Dunia, Ada Jakarta?
",Netral
"
Tips Sukses Belajar Trading Forex untuk Pemula di Didimax
",Netral
"
Jepang Lanjutkan Buang Air Limbah Nuklir PLTN Fukushima ke Laut
",Negatif
"
Lolos Jadi Peserta Kartu Prakerja? Lakukan Ini Biar Saldo Nggak Hangus
",Netral
"
BI Pede Rupiah Bakal Balik Menguat, Akhir Tahun di Rp 15.800/US$
",Positif
"
Maukah Sinar Mas Bantu Pemda Bangun MRT ke Tangsel?
",Netral
"
Dolar AS Rp 16.000, Target Penjualan Alat Berat United Tractors Dipangkas
",Negatif
"
Mulia Boga Raya Bagi-bagi Dividen Rp 79,50 Miliar
",Positif
"
Tantangan Bisnis Pelaku Manajemen Fasilitas Hadapi Transformasi Digital
",Netral
