Judul Berita,Label
"
Menhub Bakal Sanksi Maskapai yang Naikkan Harga Tiket Saat Mudik
",Negatif
"
Shopee Gaet BPJPH Bantu Mudahkan UMKM RI Dapat Sertifikasi Halal
",Positif
"
Getol Ekspansi ke Pasar Global, PIS Tambah 3 Tanker Baru
",Positif
"
Gurihnya Bisnis Basreng, Rena Kebanjiran Order & Setop Pesanan H-5 Lebaran
",Positif
"
Kreatifitas Anak Bangsa Ikut Mejeng di Ajang IFW 2024
",Positif
"
Jokowi Cek Pasar di Jambi, Keliling Cari Pedagang Beras tapi Nggak Ada
",Negatif
"
Heboh Temuan SPBU Nakal Jelang Lebaran, Ini Langkah Pertamina
",Negatif
"
193 Juta Orang Bakal Wira-wiri Selama Momen Lebaran, Diimbau Mudik Lebih Awal
",Netral
"
Momen Pelepasan Mudik Ratusan Tenaga Pengecatan dan Kontraktor
",Netral
"
ESDM Buka-bukaan Penyaluran Gas Murah ke Industri Pupuk Turun, Ada Apa?
",Negatif
"
Taiwan Dilanda Gempa, Pabrik Chip Ini Langsung Dievakuasi
",Negatif
"
AHY Resmikan Gedung Kantor Pertanahan Kota Administrasi Jakarta Selatan
",Netral
"
Diterjang Tsunami Gegara Gempa Taiwan, Jepang Tutup Bandara di Okinawa
",Negatif
"
5 SPKLU Keliling Disiapkan buat Layani Pemudik
",Netral
"
Ternyata Rolls-Royce Sandra Dewi yang Nunggak Pajak Beda dengan Disita Kejagung
",Netral
"
Jumlah Lowongan Kerja di AS Naik, Padahal Angka PHK Melonjak
",Negatif
"
Perempuan Ini Jatuh Bangun di Bisnis Toko Kelontong, Kini Raup Rp 15 Juta/Bulan
",Positif
"
Proses Migrasi Rampung, Belanja di TikTok Shop Auto Masuk Tokopedia
",Positif
"
Jokowi Pastikan Lunasi Utang Rp 10,4 Triliun ke Pupuk Indonesia
",Positif
"
Proyek Kilang Raksasa Pertamina Pakai Alat Setara 4,5 Kali Patung Liberty!
",Positif
"
Beban Puncak Diproyeksi Naik, Begini Kondisi Kelistrikan RI saat Lebaran
",Negatif
"
Mudik Jakarta-Semarang via Tol Diskon 20% Jadi Rp 320.000, Ini Ketentuannya
",Netral
"
e-Toll Kedaluwarsa Jika Kelamaan di Rest Area? Begini Penjelasan Jasa Marga
",Netral
"
Tol Solo-Yogyakarta Dibuka Gratis Saat Mudik, Begini Potretnya
",Netral
"
Intip Megahnya Kilang Raksasa Pertamina, Ada Unit Seberat 12 Boeing!
",Netral
"
Jeff Bezos Beli Rumah Baru, Harganya Rp 1,4 Triliun
",Netral
"
Gempa Besar Guncang Taiwan, Jalan Raya Rusak-Penerbangan Ditunda
",Negatif
"
Aliran Listrik 87.000 Rumah di Taiwan Putus Gara-gara Gempa!
",Negatif
"
Operasional Kereta Cepat di Taiwan Dihentikan Usai Gempa
",Negatif
"
Elnusa Petrofin Dukung Satgas RAFI untuk Ketahanan Energi Selama Lebaran
",Positif
"
Terkuak! Hanya 4 dari 32 Bandara Internasional yang Full Layani Rute Luar Negeri
",Negatif
"
Harga Minyak Mentah RI Naik ke US$ 83,79/Barel, Ini Penyebabnya
",Positif
"
Menhub Resmikan Posko Angkutan Lebaran Terpadu 2024
",Netral
"
Bandara Mau Digabung Jadi Satu Operator, Ini Bocorannya
",Netral
"
Arus Mudik Kendaraan di Pelabuhan Merak Mulai Ramai
",Netral
"
Rugi Bandar! Bisnis Chip Intel Boncos Rp 111 T
",Negatif
"
Stok BBM & LPG Dijamin Aman Saat Lebaran, Segini Jumlahnya
",Positif
"
Kemenhub Beri Fasilitas Kepulangan Pelaut RI yang Wafat Saat Bertugas
",Negatif
"
Waskita Rampungkan Proyek Jalan Kwatisore-Muri di Papua Tengah
",Positif
"
Rupiah Lesu, Dolar AS Masih Kokoh di Rp 15.900-an
",Negatif
"
Jokowi Pastikan Sri Mulyani cs Hadir Jadi Saksi Sengketa Pemilu di MK!
",Netral
"
Bobby Rasyidin Wujudkan RI Mandiri Industri Pertahanan Lewat DEFEND ID
",Positif
"
Harga Emas Cetak Rekor Lagi! Sudah Tembus Segini
",Positif
"
Pemerintah Masih Utang Rp 10,4 T ke Pupuk Indonesia, Jokowi: Pasti Dibayar!
",Negatif
"
Jokowi Sebut Penyesuaian HPP Gabah Selesai Dihitung Pekan Ini
",Netral
"
Hitungan Nilai Korupsi Timah Rp 271 Triliun Dipertanyakan
",Negatif
"
Brunei Mau Bikin Kereta Cepat Tembus ke IKN, Jokowi Bilang Gini
",Netral
"
Pertamina Pastikan Stok BBM Aman Jelang Idul Fitri
",Positif
"
IHSG Hari Ini Melempem ke 7.200
",Negatif
"
1.681 Orang Ikuti Mudik Gratis Bersama BUMN
",Netral
"
Dipanggil MK buat Jadi Saksi, Sri Mulyani Bakal Hadir Jumat 5 April!
",Netral
"
Pengumuman! Diskon Tarif 20% di Tol Trans Jawa & Sumatera Berlaku Hari Ini
",Positif
"
Jembatan Kaligawe Tol Semarang-Demak Seksi 1A Bisa Dilalui Pemudik, Gratis!
",Positif
"
Tol Musi Landas-Pangkalan Balai Bakal Dibuka Fungsional
",Netral
"
Respons Istana soal Sri Mulyani cs Dipanggil MK
",Netral
"
Alokasi Pupuk Subsidi Ditambah Jadi 9,5 Juta Ton, Petani Bisa Tebus Pakai KTP
",Positif
"
Kata Bos PT Timah soal Heboh Kerugian Lingkungan Rp 271 Triliun
",Negatif
"
Jelang Lebaran Bulog Pastikan Stok Beras Aman
",Positif
"
Bobby Rasyidin Wujudkan Kemandirian Industri Pertahanan RI Lewat DEFEND ID
",Positif
"
Prabowo Rencananya Bakal Dilantik di IKN
",Netral
"
Jawaban Basuki soal Digadang-gadang Jadi Menteri Lagi
",Netral
"
Hari Ini Batas Akhir Bayar THR, yang Bermasalah Segera Lapor ke Posko
",Negatif
"
Program Mudik Gratis, BUMN Pelayaran Ini Layani Ratusan Pemudik di 3 Lintasan
",Positif
"
Warga Lhokseumawe Dilatih Menganyam Tikar
",Netral
"
Distribusi Beras SPHP ke Pasar Tradisional Disetop, Cuma Ada di Ritel
",Negatif
"
Sri Mulyani soal Jadi Saksi di MK: Kalau Ada Undangannya Insyaallah Datang
",Netral
"
Gabungan Pabrik Rokok Buka Suara soal RPP Kesehatan, Minta Ini ke Pemerintah
",Negatif
"
Dampak Harga Gabah Dikerek Beras Bisa Mahal, Tapi Biaya Produksi Naik
",Negatif
"
Tinjau Area Pompanisasi di Subang, Mentan Harap Produksi Padi Meningkat
",Positif
"
Raksasa Chip TSMC Terdampak Gempa Taiwan, Ini Sosok Morris Chang Sang Pendiri
",Netral
"
Potret Uji Coba Angkot Listrik Bogor, Tarif Rp 5.000
",Netral
"
Cek Fasilitas Pertamina di Surabaya, Menteri ESDM: Stok BBM Bagus
",Positif
"
Berlanjut, Amazon Bakal PHK Ratusan Karyawan!
",Negatif
"
Waskita Kebut Pembangunan di IKN, Begini Progresnya
",Netral
"
H-6 Lebaran, Kamar Penitipan Kucing di Bandung Telah Penuh
",Netral.
"
Izin Usaha BPR Bali Artha Anugrah Dicabut OJK, Simpanan Nasabah Dijamin LPS
",Negatif
"
Tinjau Area Pompanisasi di Subang, Mentan Harap Produksi Padi Meningkat
",Positif
"
Program Lucky Draw Berhadiah MINI PS Bespoke Edition
",Netral
"
Alih Status 163 Pegawai Pelni ke RS Pelni Rampung
",Netral
"
Anak Usaha PLN Jamin Pasokan Batu Bara buat Listrik Lebaran Aman
",Positif
"
Kata Luhut Sekarang Hampir Sulit buat OTT, Kok Bisa?
",Negatif
"
Sempat Rugi Rp 18 T, LPEI Kejar Kinerja 2024 Tumbuh Positif
",Positif
"
BSI Siapkan Posko Mudik Untuk Istirahat dan Layani Konsultasi Zakat
",Positif
"
Ratusan Kilogram Beras-Minyak Goreng Malaysia Ngumpet di Jalur Tikus Kalimantan
",Negatif
"
Lagi Disiapkan, Ini Dia 'Senjata' Andalan Luhut Cegah Korupsi Tambang
",Netral
"
Catat! Ini Jadwal Operasional LRT Jabodebek Selama Libur Lebaran
",Netral
"
Kantor Dagang RI di Taipei Buka Hotline Pengaduan buat WNI yang Jadi Korban Gempa
",Netral
"
OJK Cabut Izin Usaha BPR Sembilan Mutiara, Simpanan Nasabah Dijamin LPS
",Negatif
"
Luhut Buka Suara Respons Kasus Korupsi Timah
",Negatif
"
Suasana Pelabuhan Merak Mulai Dipadati Pemudik
",Netral.
"
Deteksi Sinyal Buruk Ekonomi RI dari Pengusaha
",Negatif
"
Sepekan Jelang Lebaran Harga Cabai hingga Daging Ayam Merangkak Naik
",Negatif
"
RI Tetapkan 22 Komoditas Tambang Jadi Mineral Strategis, Nikel hingga Timah
",Positif
"
BPJT Minta Jangan Paksakan Perbaikan Tol Bocimi demi Mudik, Bisa Bahaya!
",Negatif
"
Catatan Pengusaha Buat Komposisi Kabinet Presiden Baru RI
",Netral
"
Mudik Pakai Mobil Listrik vs BBM, Irit Mana?
",Netral
"
Rombongan Pekerja Hotel yang Hilang saat Gempa Taiwan Ditemukan!
",Positif
"
Puan Maharani Soroti Kenaikan Harga Pangan hingga Stok BBM Jelang Lebaran
",Negatif
"
Masuk Rest Area Maksimal 30 Menit, Gimana Nasib Mobil Listrik yang Perlu Ngecas?
",Negatif
"
Elon Musk Mau Bangun Pabrik Tesla di India, Ini Bocoran Lokasinya
",Positif
"
Penanganan Permanen Longsor Tol Bocimi Setelah Libur Lebaran
",Netral
"
11 Ribu Pekerja di Argentina Kena PHK Imbas Krisis Ekonomi
",Negatif
"
Pertamina Fokus Rampungkan Proyek Kilang Terbesar Se-RI di Balikpapan
",Positif
"
Global Bond BNI Laku Keras, Kelebihan Permintaan 6,4 Kali
",Positif
"
Mau Mudik Pakai Mobil Listrik? Tenang, Ada 239 SPKLU di Tol
",Positif
"
Mudik Pakai Mobil Listrik? Ini Tips biar Nggak Mogok di Tengah Tol
",Netral
"
4.000 Mobil Listrik Diprediksi Dipakai buat Mudik
",Netral
"
Proyek Bendungan Tiga Dihaji Sumsel Senilai Rp 3,7 T Rampung Akhir 2024
",Positif
"
Bank Mega Syariah Berbagi Kebaikan
",Positif
"
Bakal Ada Regulasi Baru Atur THR Ojol, Ini Bocoran Kemnaker
",Netral
"
Produksi Pesawat Boeing 737 MAX Anjlok Gara-gara Pabrik Diaudit Ketat
",Negatif
"
Pengelola Tol Bocimi Beberkan Kronologi Longsor hingga Sebabkan Mobil Terperosok
",Negatif
"
Tol Japek II Selatan Disiapkan Secara Fungsional untuk Mudik Lebaran
",Netral
"
Pegawai Kena PHK Sebelum Lebaran, Tetap Dapat THR?
",Negatif
"
Sinergi Gojek & Whoosh Tawarkan Diskon Khusus Perjalanan ke Stasiun
",Positif
"
Jokowi Mau Potensi Tambang Rakyat di Jambi Dimaksimalkan!
",Positif
"
Jokowi Minta Basuki Benahi Pasar Muara Bungo
",Netral
"
Cara Klaim JHT BPJS Ketenagakerjaan Saat Libur Lebaran 2024
",Netral
"
Puan soal Ekonomi RI Usai Pemilu: Rupiah Melemah-Harga Pangan Naik
",Negatif
"
Kemnaker Sebut Pembagian THR Tahun Ini Membaik, Ini Datanya
",Positif
"
Ekspedisi Rupiah Berdaulat Distribusikan Uang Layak ke Ujung Negeri
",Positif
"
Warga Pakistan Serbu Pasar untuk Belanja Kebutuhan Lebaran
",Negatif
"
SPBU Nakal Pemalsu Pertamax di Cimanggis Depok Ditutup Sementara
",Negatif
"
Taylor Swift Masuk Dalam Daftar Miliarder Forbes 2024
",Positif
"
Segini Denda Penumpang yang Turun Lebih dari Tiket Tujuan
",Negatif
"
Bagi-bagi Bansos Beras 10 Kg di Jambi, Jokowi: Ada yang Baru Dapat Sekali
",Netral
"
Dapat Hampers Lebaran dari Kantor, Kena Pajak atau Enggak? Ini Jawabannya
",Netral
"
Diskon 36% Tarif Tol Krian-Bunder Sudah Berlaku, Simak Rinciannya
",Positif
"
Bansos Beras 10 Kg Lanjut Setelah Juni? Jokowi: Saya Tidak Janji
",Netral
"
Kebutuhan Penukaran Uang Jelang Lebaran Naik Rp 8,8 Triliun
",Positif
"
Ada Perusahaan Ajukan PHK Jelang Lebaran, Kemnaker: Tunda!
",Negatif
"
Bandara Dhoho Garapan Gudang Garam Dibuka Besok, Citilink Terbang Pertama
",Positif
"
7 Posko Mudik-Layanan Kesehatan BPJS Selama Libur Lebaran 2024
",Netral
"
BUMN Jasa Survei Jamin Keamanan Kapal Berlayar, Ini Caranya
",Netral
"
Pertagas Transformasi Jadi Perusahaan Energi, Bidik Laba Rp 3,4 T di 2024
",Positif
"
Dua Ruas Tol Kuala Tanjung-Parapat Dipakai buat Mudik Mulai Hari Ini, Gratis!
",Positif
"
Mau Mudik Tenang Titipkan Anabul di Hotel? Siapkan Uang Segini!
",Netral
"
Mulai Hari Ini, Tol Cimanggis-Cibitung Seksi Nagrak-Cibitung Dibuka Gratis
",Positif
"
BI Realisasikan Penukaran Uang Tunai Kebutuhan Lebaran Rp 123,7 T
",Positif
"
ASN Wajib Tingkatkan Skill Biar Cepat Naik Jabatan, Bagaimana Caranya?
",Netral
"
Begini Kondisi Jalan Tol Bocimi yang Amblas
",Netral
"
Susah Lari Kencang, Pengusaha Keluhkan 3 Kebijakan Jokowi Ini
",Negatif
"
Taylor Swift Masuk Daftar Orang Terkaya Dunia!
",Positif
"
Pet Hotel 'Diserbu' Kucing Jelang Lebaran, Omzet Naik hingga Rp 6 Juta/Hari
",Positif
"
Berharap Pada Ketentuan Baru Fintech Lending
",Netral
"
Kemendag Pastikan Transisi Tiktok dan Tokopedia Sudah Tuntas
",Netral
"
Pengusaha Beberkan Sinyal-sinyal Buruk yang Ancam Perekonomian RI
",Negatif
"
Penumpang Kereta Sengaja Bablas dari Tujuan, Bisa Kena Denda!
",Negatif
"
Dolar AS Perkasa Betah di Rp 15.900an
",Negatif
"
Harga Emas Hari Ini Meroket Lagi, Terus-terusan Pecah Rekor!
",Positif
"
Harga Emas Pecah Rekor Lagi! Tembus Segini
",Positif
"
Pegawai Pajak Dilarang Keras Terima Hadiah Lebaran, Ini Penjelasannya
",Negatif
"
Pemudik Sepeda Motor Menyemut di Pelabuhan Ciwandan
",Netral
"
IHSG Pagi Ini Dibuka di Level 7.166
",Netral
"
Penarapan Diskon Tarif 20% di Tol Trans Jawa
",Positif
"
BEI Terbitkan Aturan Baru, Aksi Pecah Nilai Saham Tak Cuma Butuh Restu RUPS
",Netral
"
THR Cair, Warga Ramai-ramai Serbu Pusat Perbelanjaan
",Positif
"
Curah Hujan Tinggi Diduga Jadi Penyebab Tol Bocimi Longsor
",Negatif
"
Melihat Customer Lounge Gojek di Stasiun Whoosh Halim
",Netral
"
Babak Baru Penyelesaian Sengketa Lahan Hotel Sultan di Tangan AHY
",Netral
"
Indonesia Ekspor Etanol Farmasi ke Belanda
",Positif
"
Pengakuan Jokowi: Tak Ada Arahan Khusus buat 4 Menteri yang Dipanggil MK
",Netral
"
Sinyal Buruk Ekonomi RI hingga Catatan Penting Buat Presiden Baru
",Negatif
"
Besok Jam 08.00 Sri Mulyani Hadiri Sidang Sengketa Pilpres di MK
",Netral
"
Terkuak Rencana Penggabungan Bandara RI di Bawah Satu Operator
",Netral
"
Bos Tokopedia Buka-bukaan Soal Migrasi TikTok yang Sempat Heboh
",Netral
"
Kunjungi Pasar Tanjung Bungur, Jokowi: Harga Baik-Stok Tak Ada Masalah
",Positif
"
Warga Antusias Belanja Sembako Murah di Jakpus
",Positif
"
Mengintip Proyek Kilang Pertamina Terbesar di RI
",Netral
"
Berat Maksimal 20 Kg, Ini Rincian Aturan Bagasi Kereta Cepat
",Netral
"
Dahsyat, Mengerikan Gempa Taiwan! Jalan Rusak Parah-Bangunan Hancur
",Negatif
"
Pupuk Indonesia Minta Gas Murah Lanjut, Singgung Subsidi Bengkak
",Negatif
"
Omah Pembatik Cilik jadi Destinasi Eduwisata Baru di Gunungkidul
",Netral
"
Tol Cimanggis-Cibitung Seksi 2B Tersambung Jakarta-Cikampek, Cek di Sini Infonya
",Netral
"
Daging Ayam Murah Meriah Nih, Cuma di Transmart Full Day Sale
",Positif
"
Proyek Kereta Cepat Tembus IKN Masih Wacana, Ini Buktinya
",Negatif
"
Progres Terkini Pembangunan LRT Jakarta Fase 1B
",Netral
"
Berkah Lebaran, Beli Meja Makan di Transmart Full Day Sale Diskon Hampir Sejuta!
",Positif
"
Terkuak Masalah Pembebasan Lahan IKN, Termasuk soal Anggaran
",Negatif
"
Beli Kurma di Transmart Full Day Sale Cuma Rp 30 Ribuan, Yuk Serbu!
",Positif
"
Airlangga Ungkap Nggak Cuma RI Tebar Bansos, Singapura, Malaysia, hingga AS Juga
",Netral
"
Amplop Lebaran Bergambar Unik Mulai Dijajakan
",Netral
"
Merapat Transmart Full Day Sale Besok! Daging Rendang Diobral Jadi Murah Meriah
",Negatif
"
Ternyata Ini Penyebab Harus Ada Contraflow di Tol Jakarta-Cikampek
",Netral
"
Transmart Full Day Sale Hadir Lagi, Beli TV Bisa Hemat Sampai Rp 4 Juta
",Positif
"
Terungkap! Ini Alasan Risma Tak Hadir Saat Jokowi Bagi-bagi Bansos
",Netral
"
Berburu Baju Muslim untuk Lebaran
",Netral.
"
Transmart Full Day Sale Hadir Lagi, Beli Kulkas 4 Pintu Hemat Rp 3 Jutaan
",Positif
"
Dirut Bulog Lepas Keberangkatan Ratusan Pemudik
",Netral
"
Catat! Ini Aturan Pemudik Bawa Kendaraan Listrik yang Naik Kapal Laut
",Netral
"
Ramainya Mudik Gratis Bareng Kapal Pelni
",Netral
"
Serbu! AC 1/2 PK di Transmart Full Day Sale Ada Potongan Hampir Rp 1,5 Juta
",Positif
"
Sri Mulyani Pastikan Defisit Anggaran APBN 2025 di Bawah 3%
",Positif
"
Transmart Full Day Sale Edisi Lebaran, Sepeda Listrik Diskon sampai Rp 2,7 Juta!
",Positif
"
Layanan Digital Peruri Raih Penghargaan Digitech Award
",Positif
"
Ribuan Pemudik Pulang Kampung Bareng Bank BUMN
",Netral
"
Tukar Mata Uang di Jenius Bisa Tiap Hari, ke Luar Negeri Jadi Praktis
",Positif
"
Transmart Full Day Sale Edisi Lebaran, Rak Besi Diskon hingga Rp 1,2 Juta!
",Positif
"
Potret Penerbangan Perdana di Bandara Dhoho Kediri
",Netral
"
Jokowi Minta Sri Mulyani cs Komunikasi dengan Pemerintah Baru soal APBN
",Netral
"
Mewujudkan Ambisi Besar Industri Pertahanan RI
",Netral
"
Sri Mulyani Buka Suara soal Anggaran Makan Siang Gratis di APBN 2025
",Netral
"
Sinar Mas dan APP Group Sumbang Alquran ke Masjid Istiqlal
",Netral
"
Asyik! Besok Ada Transmart Full Day Sale, Banjir Diskon 50% + 20%
",Positif
