Judul Berita,Label
"
151 Sapi Impor Australia Mati saat Dikirim ke RI, Stok Aman Nggak Nih?
",Negatif
"
Balon Udara Bisa Bahayakan Penerbangan, Kemenhub Wanti-wanti Ini
",Negatif
"
Perusahaan Tak Bayar THR? Pekerja Bisa Lapor ke Sini!
",Negatif
"
Harga Minyak Dunia Naik Gegara Produksi Dipangkas hingga Manufaktur China
",Negatif
"
Pemerintah Resmi Suntik Modal Rp 6 T ke Wijaya Karya, Buat Apa?
",Positif
"
BPS Ungkap Beras Masih Mahal di Tingkat Konsumen, Tertinggi Sejak 2011
",Negatif
"
Cara Cek Tarif Tol Jelang Mudik Lebaran 2024
",Netral
"
Mau Mudik Lewat Jalur Selatan? Intip Dulu Potretnya di Sini
",Netral
"
Transfer BI Fast di M-Banking BCA Eror!
",Negatif
"
Teten Minta Wajib Sertifikat Halal buat UMKM Ditunda, Mau Ketemu Mendag
",Negatif
"
Ada Menu Buka Puasa hingga Baju Anak Murah Lho, Langsung Datang ke Sini
",Positif
"
Dunia Virtual Online Resmi Melantai di BEI
",Positif
"
BPS Beberkan Inflasi Ramadan 2024 'Agak Lain', Ini Buktinya!
",Netral
"
Terminal Tanjung Priok Mulai Ramai Pemudik
",Netral
"
Tarif Listrik yang Berlaku Per 1 April 2024, 900 VA hingga 6.600 VA
",Netral
"
IFG Life Resmi Disuntik Modal Rp 3,56 T Buat Rampungkan Polis Jiwasraya
",Positif
"
Naik Lagi, Utang Pemerintah di Februari 2024 Tembus Rp 8.319 Triliun
",Negatif
"
Malaysia Gratiskan Tarif Tol 8-9 April saat Mudik Lebaran
",Positif
"
Inflasi Ramadan 0,52%, Telur hingga Beras Jadi Pemicunya
",Negatif
"
BPS Catat Inflasi Ramadan 0,52%
",Netral
"
Zulhas: Harga Beras Sudah Turun Rp 3.000, Nggak Naik Lagi!
",Positif
"
Gelar RUPST, CIMB Niaga Finance Bagikan Dividen
",Positif
"
Harga Emas Hari Ini Cetak Rekor Tertinggi Sepanjang Sejarah!
",Positif
"
Tarif Tol Jakarta-Semarang PP Diskon 20%, Ini Ketentuannya
",Positif
"
Awas Penipuan! Beredar Undangan Rekrutmen Pegawai KAI Bodong
",Negatif
"
Bank Daerah Catat Layanan Digital Makin Digandrungi Nasabah, Ini Contohnya
",Positif
"
Warga Berburu Buah dan Menu Berbuka di Mal
",Netral
"
Tarif Promo LRT Jabodebek Diperpanjang, Waktu Tunggu Paling Cepat 6 Menit
",Positif
"
Perbandingan Harga BBM Pertamina, Shell, BP, dan VIVO, Mana Lebih Murah?
",Netral
"
Tarif Promo LRT Jabodebek Diperpanjang hingga Akhir Mei! Cek Rinciannya
",Positif
"
Jelang Lebaran, Produksi Cakalang Asap Meroket di Gorontalo
",Positif
"
Turunkan Harga BBM, SPBU VIVO Jual 'Pertalite' Rp 12.800/Liter
",Positif
"
Resmi Mejeng di Bursa, Saham Perusahaan Data Center Ini Naik 25%
",Positif
"
Kepala Bapanas Mau Bahas Harga Gabah, Bakal Naik atau Turun?
",Netral
"
Tekan Emisi, PLTU Adipala di Cilacap Bakal Jadi Hutan Tanaman Energi
",Netral
"
IHSG Dibuka Melempem Usai Akhir Pekan, Begini Pergerakannya
",Netral
"
Didenda Rp 173 T, Raja Kripto Sam Bankman Diramal Tak Mampu Bayar Seumur Hidupnya
",Negatif
"
71 Ribu Kendaraan Per Hari Diprediksi Melewati GT Kalikangkung saat Mudik
",Netral
"
Ada Diskon 20% Tiap Hari buat Produk Fresh, Yuk Merapat ke Transmart!
",Positif
"
Shell & BP Turunkan Harga BBM, Ini Daftar Terbarunya
",Positif
"
Yayasan Penyalur Suster Anak Aghnia Punjabi Ternyata Tak Berizin
",Negatif
"
Lapor SPT Orang Pribadi Sudah Ditutup, yang Belum Siap-siap Kena Denda Ini!
",Negatif
"
Catat! Mulai Hari Ini Tak Ada Lagi Program Keringanan Kredit Imbas COVID-19
",Negatif
"
Jelang Mudik Lebaran, Permintaan Oleh-oleh Khas Brebes Melonjak
",Positif
"
Pemudik Lewat Laut Diprediksi Membeludak, Pelabuhan Siap?
",Negatif
"
BTN Prioritas Semarakan Indonesia Fashion Week 2024
",Netral
"
Harga BBM yang Berlaku Per 1 April 2024, Pertalite hingga Pertamax
",Netral
"
Siapa Pemilik Biskuit Khong Guan yang Selalu Ada saat Lebaran?
",Netral.
"
Dulu Buruh, Pria Ini Banting Tulang Bisnis Keripik hingga Beromzet Puluhan Juta
",Positif
"
Borong Penghargaan Bergengsi di Digital Brand Recognition
",Positif
"
Lengkap! 14 Ruas Tol Dapat Diskon Lebaran hingga Masa Berlakunya
",Positif
"
Cinema XXI Ganti Dirut hingga Tebar Dividen Rp 666 Miliar
",Positif
"
Terkuak Nasib 15 BUMN Sakit yang Kini Lagi Dirawat
",Negatif
"
Berbagi Keberkahan di Bulan Ramadan
",Netral.
"
Bos PT Timah Ungkap Produksi Turun 3 Tahun Berturut-turut
",Negatif
"
Kemenhub Buka Suara soal Brunei Mau Bikin Kereta Cepat Tembus IKN
",Netral
"
Jawaban Sri Mulyani soal Dipanggil MK Jadi Saksi Sidang Pilpres
",Netral
"
Bandara Dhoho Garapan Gudang Garam Mulai Operasi 5 April, Ini Rutenya
",Positif
"
Sedekah dan Zakat Kian Mudah Lewat M-Banking
",Positif
"
Penampakan Bandara Terbaru dan Terbesar di Kamboja
",Netral
"
3,5 Juta Kendaraan Diprediksi Lewat Tol Tangerang-Merak Selama Mudik
",Positif
"
Bos PT Timah Buka Suara soal Kerugian Lingkungan Rp 271 Triliun
",Negatif
"
Bank bjb Siap Tebar Dividen Rp 1 Triliun Lebih
",Positif
"
Bahlil Blak-blakan soal Tudingan Upeti Tambang dan Cabut Ribuan IUP
",Negatif
"
Jokowi Targetkan 16 Ruas Tol Trans Sumatera Beroperasi Akhir 2024
",Positif
"
Malaysia Gratiskan Tarif Tol Saat Lebaran, Indonesia Gimana?
",Netral
"
Sinyal Harga Beras Turun Kian Kencang
",Negatif
"
Harga BBM Pertamina Tetap Saat Shell-BP Kompak Turun, Mana yang Paling Murah?
",Netral
"
Mau Mudik Perlu Perlindungan Asuransi Nggak Sih?
",Netral
"
Telur Ayam hingga Beras Sumbang Inflasi Maret
",Negatif
"
Warga Ramai-ramai Berburu Baju Lebaran di Pusat Grosir Cililitan
",Positif
"
Penting buat Pemudik! Akumulasi Tarif Tol Merak, Jakarta, hingga Probolinggo
",Netral
"
Pemudik Diimbau Transaksi di SPBU Pakai Nontunai, Ini Alasannya
",Netral
"
Debitur Terdampak COVID-19 di Bank Mandiri Masuk Tahap Normalisasi
",Positif
"
Kemenparekraf: Perputaran Ekonomi Lebaran Capai Rp 276,11 Triliun
",Positif
"
Tebar Sembako ke Panti Asuhan, Berbagi kebaikan di Bulan Ramadan
",netral
"
Ini Dugaan Penyebab Tol Bocimi Longsor
",Netral
"
Kondisi Terkini Usai Longsor Tol Bocimi, Waskita Toll Road Turun Tangan
",Negatif
"
PT Timah Buka Suara Respons Kasus Korupsi yang Lagi Jadi Sorotan
",Negatif
"
HPP Gabah & Beras Naik hingga 30 Juni, Ini Rinciannya
",Negatif
"
BPKH Berikan Dana untuk Revitalisasi 20 Masjid dan Musala di Terminal
",Netral
"
Kempit 34% Saham Vale, MIND ID Dapat Jatah 2 Direksi
",Netral
"
Nadiem Buka Suara soal Perdagangan Orang Berkedok Magang ke Jerman
",Negatif
"
Menteri ESDM Diprotes Gara-gara RI Cuma Kempit Saham Vale 34%
",Negatif
"
Berburu Amplop Lebaran untuk Berbagi Rezeki
",Netral
"
Terungkap Rencana Vale Investasi Ratusan Triliun di Indonesia
",Positif
"
Ketua MPR Minta Pemerintah Atasi Tingginya Harga Avtur
",Negatif
"
Ternyata Ini Penyebab Tol di RI Nggak Bisa Gratis Saat Mudik Seperti Malaysia
",Negatif
"
Penampakan Simulasi Mudik di Tol Solo-Yogyakarta yang Dibuka Fungsional
",Netral
"
AHY: Mafia Tanah Sasaran Utama Kita Berantas!
",Negatif
"
Bahlil Blak-blakan soal Tudingan Upeti Tambang dan Cabut Ribuan IUP
",Negatif
"
Jokowi Targetkan 16 Ruas Tol Trans Sumatera Beroperasi Akhir 2024
",Positif
"
Malaysia Gratiskan Tarif Tol Saat Lebaran, Indonesia Gimana?
",Netral
"
Sinyal Harga Beras Turun Kian Kencang
",Negatif
"
Harga BBM Pertamina Tetap Saat Shell-BP Kompak Turun, Mana yang Paling Murah?
",Netral
"
Mau Mudik Perlu Perlindungan Asuransi Nggak Sih?
",Netral
"
Telur Ayam hingga Beras Sumbang Inflasi Maret
",Negatif
"
Warga Ramai-ramai Berburu Baju Lebaran di Pusat Grosir Cililitan
",Positif
"
Penting buat Pemudik! Akumulasi Tarif Tol Merak, Jakarta, hingga Probolinggo
",Netral
"
Pemudik Diimbau Transaksi di SPBU Pakai Nontunai, Ini Alasannya
",Netral
"
Debitur Terdampak COVID-19 di Bank Mandiri Masuk Tahap Normalisasi
",Positif
"
Kemenparekraf: Perputaran Ekonomi Lebaran Capai Rp 276,11 Triliun
",Positif
"
Tebar Sembako ke Panti Asuhan, Berbagi kebaikan di Bulan Ramadan
",netral
"
Ini Dugaan Penyebab Tol Bocimi Longsor
",Netral
"
Kondisi Terkini Usai Longsor Tol Bocimi, Waskita Toll Road Turun Tangan
",Negatif
"
PT Timah Buka Suara Respons Kasus Korupsi yang Lagi Jadi Sorotan
",Negatif
"
HPP Gabah & Beras Naik hingga 30 Juni, Ini Rinciannya
",Negatif
"
BPKH Berikan Dana untuk Revitalisasi 20 Masjid dan Musala di Terminal
",Netral
"
Kempit 34% Saham Vale, MIND ID Dapat Jatah 2 Direksi
",Netral
"
Nadiem Buka Suara soal Perdagangan Orang Berkedok Magang ke Jerman
",Negatif
"
Menteri ESDM Diprotes Gara-gara RI Cuma Kempit Saham Vale 34%
",Negatif
"
Berburu Amplop Lebaran untuk Berbagi Rezeki
",Netral
"
Terungkap Rencana Vale Investasi Ratusan Triliun di Indonesia
",Positif
"
Ketua MPR Minta Pemerintah Atasi Tingginya Harga Avtur
",Negatif
"
Ternyata Ini Penyebab Tol di RI Nggak Bisa Gratis Saat Mudik Seperti Malaysia
",Negatif
"
Penampakan Simulasi Mudik di Tol Solo-Yogyakarta yang Dibuka Fungsional
",Netral
"
AHY: Mafia Tanah Sasaran Utama Kita Berantas!
",Negatif
"
ASDP Siap Hadapi Musim Mudik Lebaran 2024
",Netral
"
Wow! Kabel Sepanjang Jakarta-Seoul Terpasang di Kilang Pertamina Balikpapan
",Netral
"
Ubah Sampah Menjadi Peluang Bisnis Melalui Maggot
",Positif
"
Bos PLN Pastikan 100% Listrik IKN Pakai Energi Bersih Mulai Agustus 2024
",Positif
"
Menteri ESDM Ngaku Sudah Setor Draf Perpanjangan Kontrak Vale ke BKPM
",Netral
"
Lebaran Semakin Dekat, Penjualan Kue Kering Semakin Laris
",Positif
"
Kapitalisasi Pasar Kripto Diprediksi Tembus US$ 3 T, Ini Pemicunya
",Positif
"
Divestasi Saham Vale Dikejar Rampung Juli, Ini Tahapannya
",Netral
"
PLN Sediakan 1.299 SPKLU Selama Mudik Lebaran, Ini Lokasinya
",Positif
"
Struktur Modal Waskita Beton Precast Menguat Sebesar 68% di 2023
",Positif
"
DPR dan ESDM Sepakat Program Gas Murah Perlu Dilanjut
",Positif
"
Peruri Rombak Direksi & Komisaris Anak Usaha
",Netral
"
Info Penting Buat yang Mau Mudik Lewat Tol? Isi BRIZZI Dulu Lewat BRImo!
",Netral
"
AHY Beberkan Rencana Bereskan Kisruh Hotel Sultan Vs Pemerintah
",Netral
"
Persiapan 2 Bulan, Bos PLN Pastikan Pasokan Listrik untuk Lebaran Aman
",Positif
"
Brunei & Laos Gabung Konektivitas Pembayaran, Transaksi Luar Negeri Makin Gampang
",Positif
"
Tak Hanya Bikin BBM, Kilang Pertamina Balikpapan Bisa Produksi Bahan Baku Baju
",Positif
"
Brunei Mau Bangun Kereta Cepat Sampai IKN, Butuh Duit Berapa?
",Netral
"
AHY Buka-bukaan 2.086 Ha Lahan di IKN Belum Bisa Dibebaskan
",Negatif
"
Jelang Lebaran, PGN Jamin Pasokan Gas Bumi ke Rumah Tangga-Industri Aman
",Positif
"
Dirut Pupuk Sebut Anggaran Subsidi Bisa Bengkak Kalau Gas Murah Dicabut
",Negatif
"
Foto Prabowo-Gibran sebagai Presiden dan Wapres Mulai Dijual
",Netral
"
Usai Gabung TikTok-Tokopedia Ogah Jorjoran Kasih Promo, Ini Alasannya
",Negatif
"
Tol Solo-Jogja Dibuka Fungsional Saat Mudik 2024, Waktu Tempuh 25 Menit
",Positif
"
Pertamina Lepas 4000 Pemudik ke 17 Kota
",Netral
"
RDMP Balikpapan Bakal Jadi Kilang Terbesar Ketiga di Asia Tenggara
",Positif
"
Potret Keberangkatan Mudik Gratis ke 8 Kota
",Netral
"
BJBR Tebar Dividen Rp 1 Triliun!
",Positif
"
Menhub Bakal Sanksi Maskapai yang Naikkan Harga Tiket Saat Mudik
",Negatif
"
Shopee Gaet BPJPH Bantu Mudahkan UMKM RI Dapat Sertifikasi Halal
",Positif
"
Getol Ekspansi ke Pasar Global, PIS Tambah 3 Tanker Baru
",Positif
"
Gurihnya Bisnis Basreng, Rena Kebanjiran Order & Setop Pesanan H-5 Lebaran
",Positif
"
Kreatifitas Anak Bangsa Ikut Mejeng di Ajang IFW 2024
",Positif
"
Jokowi Cek Pasar di Jambi, Keliling Cari Pedagang Beras tapi Nggak Ada
",Negatif
"
Heboh Temuan SPBU Nakal Jelang Lebaran, Ini Langkah Pertamina
",Negatif
"
193 Juta Orang Bakal Wira-wiri Selama Momen Lebaran, Diimbau Mudik Lebih Awal
",Netral
"
Momen Pelepasan Mudik Ratusan Tenaga Pengecatan dan Kontraktor
",Netral
"
ESDM Buka-bukaan Penyaluran Gas Murah ke Industri Pupuk Turun, Ada Apa?
",Negatif
"
Taiwan Dilanda Gempa, Pabrik Chip Ini Langsung Dievakuasi
",Negatif
"
AHY Resmikan Gedung Kantor Pertanahan Kota Administrasi Jakarta Selatan
",Netral
"
Diterjang Tsunami Gegara Gempa Taiwan, Jepang Tutup Bandara di Okinawa
",Negatif
"
5 SPKLU Keliling Disiapkan buat Layani Pemudik
",Netral
"
Ternyata Rolls-Royce Sandra Dewi yang Nunggak Pajak Beda dengan Disita Kejagung
",Netral
"
Jumlah Lowongan Kerja di AS Naik, Padahal Angka PHK Melonjak
",Negatif
"
Perempuan Ini Jatuh Bangun di Bisnis Toko Kelontong, Kini Raup Rp 15 Juta/Bulan
",Positif
"
Proses Migrasi Rampung, Belanja di TikTok Shop Auto Masuk Tokopedia
",Positif
"
Jokowi Pastikan Lunasi Utang Rp 10,4 Triliun ke Pupuk Indonesia
",Positif
"
Proyek Kilang Raksasa Pertamina Pakai Alat Setara 4,5 Kali Patung Liberty!
",Positif
"
Beban Puncak Diproyeksi Naik, Begini Kondisi Kelistrikan RI saat Lebaran
",Negatif
"
Mudik Jakarta-Semarang via Tol Diskon 20% Jadi Rp 320.000, Ini Ketentuannya
",Netral
"
e-Toll Kedaluwarsa Jika Kelamaan di Rest Area? Begini Penjelasan Jasa Marga
",Netral
"
Tol Solo-Yogyakarta Dibuka Gratis Saat Mudik, Begini Potretnya
",Netral
"
Intip Megahnya Kilang Raksasa Pertamina, Ada Unit Seberat 12 Boeing!
",Netral
"
Jeff Bezos Beli Rumah Baru, Harganya Rp 1,4 Triliun
",Netral
"
Gempa Besar Guncang Taiwan, Jalan Raya Rusak-Penerbangan Ditunda
",Negatif
"
Aliran Listrik 87.000 Rumah di Taiwan Putus Gara-gara Gempa!
",Negatif
"
Operasional Kereta Cepat di Taiwan Dihentikan Usai Gempa
",Negatif
"
Elnusa Petrofin Dukung Satgas RAFI untuk Ketahanan Energi Selama Lebaran
",Positif
"
Terkuak! Hanya 4 dari 32 Bandara Internasional yang Full Layani Rute Luar Negeri
",Negatif
"
Harga Minyak Mentah RI Naik ke US$ 83,79/Barel, Ini Penyebabnya
",Positif
"
Menhub Resmikan Posko Angkutan Lebaran Terpadu 2024
",Netral
"
Bandara Mau Digabung Jadi Satu Operator, Ini Bocorannya
",Netral
"
Arus Mudik Kendaraan di Pelabuhan Merak Mulai Ramai
",Netral
"
Rugi Bandar! Bisnis Chip Intel Boncos Rp 111 T
",Negatif
"
Stok BBM & LPG Dijamin Aman Saat Lebaran, Segini Jumlahnya
",Positif
"
Kemenhub Beri Fasilitas Kepulangan Pelaut RI yang Wafat Saat Bertugas
",Negatif
"
Waskita Rampungkan Proyek Jalan Kwatisore-Muri di Papua Tengah
",Positif
"
Rupiah Lesu, Dolar AS Masih Kokoh di Rp 15.900-an
",Negatif
"
Jokowi Pastikan Sri Mulyani cs Hadir Jadi Saksi Sengketa Pemilu di MK!
",Netral
"
Bobby Rasyidin Wujudkan RI Mandiri Industri Pertahanan Lewat DEFEND ID
",Positif
"
Harga Emas Cetak Rekor Lagi! Sudah Tembus Segini
",Positif
"
Pemerintah Masih Utang Rp 10,4 T ke Pupuk Indonesia, Jokowi: Pasti Dibayar!
",Negatif
"
Jokowi Sebut Penyesuaian HPP Gabah Selesai Dihitung Pekan Ini
",Netral
"
Hitungan Nilai Korupsi Timah Rp 271 Triliun Dipertanyakan
",Negatif
"
Brunei Mau Bikin Kereta Cepat Tembus ke IKN, Jokowi Bilang Gini
",Netral
"
Pertamina Pastikan Stok BBM Aman Jelang Idul Fitri
",Positif
"
IHSG Hari Ini Melempem ke 7.200
",Negatif
"
1.681 Orang Ikuti Mudik Gratis Bersama BUMN
",Netral
"
Dipanggil MK buat Jadi Saksi, Sri Mulyani Bakal Hadir Jumat 5 April!
",Netral
"
Pengumuman! Diskon Tarif 20% di Tol Trans Jawa & Sumatera Berlaku Hari Ini
",Positif
"
Jembatan Kaligawe Tol Semarang-Demak Seksi 1A Bisa Dilalui Pemudik, Gratis!
",Positif
"
Tol Musi Landas-Pangkalan Balai Bakal Dibuka Fungsional
",Netral
"
Respons Istana soal Sri Mulyani cs Dipanggil MK
",Netral
"
Alokasi Pupuk Subsidi Ditambah Jadi 9,5 Juta Ton, Petani Bisa Tebus Pakai KTP
",Positif
"
Kata Bos PT Timah soal Heboh Kerugian Lingkungan Rp 271 Triliun
",Negatif
"
Jelang Lebaran Bulog Pastikan Stok Beras Aman
",Positif
"
Bobby Rasyidin Wujudkan Kemandirian Industri Pertahanan RI Lewat DEFEND ID
",Positif
"
Prabowo Rencananya Bakal Dilantik di IKN
",Netral
"
Jawaban Basuki soal Digadang-gadang Jadi Menteri Lagi
",Netral
"
Hari Ini Batas Akhir Bayar THR, yang Bermasalah Segera Lapor ke Posko
",Negatif
"
Program Mudik Gratis, BUMN Pelayaran Ini Layani Ratusan Pemudik di 3 Lintasan
",Positif
"
Warga Lhokseumawe Dilatih Menganyam Tikar
",Netral
"
Distribusi Beras SPHP ke Pasar Tradisional Disetop, Cuma Ada di Ritel
",Negatif
"
Sri Mulyani soal Jadi Saksi di MK: Kalau Ada Undangannya Insyaallah Datang
",Netral
"
Gabungan Pabrik Rokok Buka Suara soal RPP Kesehatan, Minta Ini ke Pemerintah
",Negatif
"
Dampak Harga Gabah Dikerek Beras Bisa Mahal, Tapi Biaya Produksi Naik
",Negatif
"
Tinjau Area Pompanisasi di Subang, Mentan Harap Produksi Padi Meningkat
",Positif
"
Raksasa Chip TSMC Terdampak Gempa Taiwan, Ini Sosok Morris Chang Sang Pendiri
",Netral
"
Potret Uji Coba Angkot Listrik Bogor, Tarif Rp 5.000
",Netral
"
Cek Fasilitas Pertamina di Surabaya, Menteri ESDM: Stok BBM Bagus
",Positif
"
Berlanjut, Amazon Bakal PHK Ratusan Karyawan!
",Negatif
"
Waskita Kebut Pembangunan di IKN, Begini Progresnya
",Netral
"
H-6 Lebaran, Kamar Penitipan Kucing di Bandung Telah Penuh
",Netral.
"
Izin Usaha BPR Bali Artha Anugrah Dicabut OJK, Simpanan Nasabah Dijamin LPS
",Negatif
"
Tinjau Area Pompanisasi di Subang, Mentan Harap Produksi Padi Meningkat
",Positif
"
Program Lucky Draw Berhadiah MINI PS Bespoke Edition
",Netral
"
Alih Status 163 Pegawai Pelni ke RS Pelni Rampung
",Netral
"
Anak Usaha PLN Jamin Pasokan Batu Bara buat Listrik Lebaran Aman
",Positif
"
Kata Luhut Sekarang Hampir Sulit buat OTT, Kok Bisa?
",Negatif
"
Sempat Rugi Rp 18 T, LPEI Kejar Kinerja 2024 Tumbuh Positif
",Positif
"
BSI Siapkan Posko Mudik Untuk Istirahat dan Layani Konsultasi Zakat
",Positif
"
Ratusan Kilogram Beras-Minyak Goreng Malaysia Ngumpet di Jalur Tikus Kalimantan
",Negatif
"
Lagi Disiapkan, Ini Dia 'Senjata' Andalan Luhut Cegah Korupsi Tambang
",Netral
"
Catat! Ini Jadwal Operasional LRT Jabodebek Selama Libur Lebaran
",Netral
"
Kantor Dagang RI di Taipei Buka Hotline Pengaduan buat WNI yang Jadi Korban Gempa
",Netral
"
OJK Cabut Izin Usaha BPR Sembilan Mutiara, Simpanan Nasabah Dijamin LPS
",Negatif
"
Luhut Buka Suara Respons Kasus Korupsi Timah
",Negatif
"
Suasana Pelabuhan Merak Mulai Dipadati Pemudik
",Netral.
"
Deteksi Sinyal Buruk Ekonomi RI dari Pengusaha
",Negatif
"
Sepekan Jelang Lebaran Harga Cabai hingga Daging Ayam Merangkak Naik
",Negatif
"
RI Tetapkan 22 Komoditas Tambang Jadi Mineral Strategis, Nikel hingga Timah
",Positif
"
BPJT Minta Jangan Paksakan Perbaikan Tol Bocimi demi Mudik, Bisa Bahaya!
",Negatif
"
Catatan Pengusaha Buat Komposisi Kabinet Presiden Baru RI
",Netral
"
Mudik Pakai Mobil Listrik vs BBM, Irit Mana?
",Netral
"
Rombongan Pekerja Hotel yang Hilang saat Gempa Taiwan Ditemukan!
",Positif
"
Puan Maharani Soroti Kenaikan Harga Pangan hingga Stok BBM Jelang Lebaran
",Negatif
"
Masuk Rest Area Maksimal 30 Menit, Gimana Nasib Mobil Listrik yang Perlu Ngecas?
",Negatif
"
Elon Musk Mau Bangun Pabrik Tesla di India, Ini Bocoran Lokasinya
",Positif
"
Penanganan Permanen Longsor Tol Bocimi Setelah Libur Lebaran
",Netral
"
11 Ribu Pekerja di Argentina Kena PHK Imbas Krisis Ekonomi
",Negatif
"
Pertamina Fokus Rampungkan Proyek Kilang Terbesar Se-RI di Balikpapan
",Positif
