Judul Berita,Label
"
Saldo e-Toll Sisa Banyak Usai Mudik, Bisa Dicairkan?
",Netral
"
Rupiah Keok Bikin Dolar AS Tembus Rp 16.000, BI Buka Suara
",Negatif
"
Basuki Sebut Tol Fungsional Ampuh Perlancar Arus Mudik Lebaran
",Positif
"
Pendatang Diperkirakan Berkurang, Kilau Jakarta buat Cari Cuan Memudar?
",Negatif
"
Wujudkan Financial Freedom dengan Memanfaatkan Fitur Investasi di BRImo
",Positif
"
Rupiah Loyo, Sudah Ada Bank Jual Dolar AS Rp 16.400!
",Negatif
"
Halalbihalal Perdana Sebagai Menteri, AHY Kasih Pesan Ini
",Netral
"
930 Perusahaan Dilaporkan ke Kemnaker Gegara THR, Terbanyak dari Jakarta
",Negatif
"
Harga Emas Hari Ini Makin Tinggi! Sudah Segini Sekarang
",Positif
"
Suasana Hari Pertama Kerja Usai Libur Panjang Lebaran
",Netral
"
Harga Cabai Pelan-pelan Mulai Turun Nih!
",Positif
"
Gelar Halalbihalal Terakhir Sebagai Menteri, Basuki Sampaikan Pesan Ini
",Netral
"
Motoris-Petugas SPBU Layani 187 Kendaraan Habis BBM Pada Puncak Arus Balik
",Negatif
"
Rupiah Keok! Dolar AS Tembus Rp 16.000
",Negatif
"
Shell Tutup Seluruh SPBU di Medan Tahun Ini!
",Negatif
"
Elon Musk PHK 10% Karyawan Tesla
",Negatif
"
Inovasi Sektor Hilir Jadi Jurus JAPFA Pertahankan Pangsa Pasar
",Positif
"
Usai Libur Panjang, IHSG Dibuka Merosot ke Zona Merah
",Negatif
"
Bamsoet Minta Pemerintah Antisipasi Melemahnya Nilai Tukar Rupiah
",Negatif
"
Sempat Meroket Gegara Perang Iran-Israel, Harga Minyak Mulai Landai
",Netral
"
Pemudik Sepeda Motor Tiba di Pelabuhan Merak
",Netral
"
Pecah Perang Iran vs Israel, Pasar Saham AS Berguguran
",Negatif
"
Perang Iran Vs Israel Guncang Sektor Energi, Harga BBM Bisa Naik?
",Negatif
"
Konflik Iran Vs Israel Bikin Was-was, Sri Mulyani hingga Airlangga Rapat Darurat
",Negatif
"
Iran Vs Israel Memanas, Harga Emas hingga Kripto Ikut Mendidih
",Negatif
"
Mayoritas Pemudik Sudah Kembali ke Jawa dari Sumatera
",Netral
"
7 Tips Menerapkan Frugal Living, Konsep Gaya Hidup Hemat
",Netral
"
RI & Jepang Makin Mesra, Proyek Ini Salah Satu Buktinya
",Positif
"
Pengusaha Minta Pemerintah Waspada Dampak Konflik Iran Vs Israel
",Negatif
"
Konflik Iran Vs Israel, RI Pantau Ketat Pengiriman Minyak di Selat Hormuz
",Negatif
"
Cerita WNI soal Dampak Banjir di Dubai: ATM Mati-Tarif Taksi Online Melonjak
",Negatif
"
Eks Sopir Angkot Menjaring Untung dari Pemancingan, Omzetnya Rp 150 Juta/Bulan
",Positif
"
Momen Jokowi dan Bos Apple Salaman-Ngobrol Bareng di Istana
",Netral
"
Cara Pembayaran M-Paspor Via M-Banking, ATM, Hingga E-Wallet
",Netral
"
OJK Pede Sektor Keuangan RI Tahan Dampak Perang Iran Vs Israel
",Positif
"
Pengguna Jasa Cuci Pakaian Meningkat Usai Lebaran, Nih Buktinya
",Positif
"
Stasiun Kereta Cepat Karawang Belum Operasi, Ini Kata Erick Thohir
",Netral
"
Terkuak Rencana Pensiun Dini Pembangkit Listrik 660 MW
",Negatif
"
Industri RI Butuh Waktu buat Gantikan Produk Elektronik Impor
",Netral
"
Rencana Pembangunan MRT Jalur Tangerang Selatan Terbuka Lagi!
",Positif
"
5 Alasan Kenapa Dinar Kuwait Mahal, Jadi Mata Uang Terkuat di Dunia
",Positif
"
Agak Laen! Wanita Ini Pilih Resign dari Kantor buat Jadi Peternak Babi
",Netral
"
PUPR Mulai Lelang Proyek Kantor Prabowo di IKN, Nilai Kontrak Rp 1,7 T
",Netral
"
Potret LRT Jabodebek Diserbu Penumpang Saat Libur Lebaran
",Positif
"
Pembangunan MRT Fase 2A Thamrin-Monas Sudah 74%, 2027 Dijamin Rampung
",Positif
"
Penyelundupan Benih Lobster Rugikan Negara, Trenggono: Kita Mau Diam Saja?
",Negatif
"
Tumbuh Positif, Aset Kelolaan Wealth Management BRI Naik 21%
",Positif
"
Pembangunan Jalan Utama IKN Dikebut, Ditarget Selesai Desember 2024
",Netral
"
Jokowi Sebut Dugaan Cuci Uang Lewat Kripto, Begini Respons OJK
",Negatif
"
Dolar AS Tembus Rp 16.220, BI: Domestik Kita Nggak Ada Masalah
",Negatif
"
MRT Gandeng Perusahaan Jepang Bangun Sistem Rel Bundaran HI-Kota
",netral
"
Erick Thohir Disambangi Petinggi Mastercard, Bahas Apa?
",Netral
"
Erick Thohir Buka-bukaan BUMN yang Kena Dampak Konflik Iran Vs Israel
",Negatif
"
Pengusaha Minta Pemerintah Tak Sembarang Perketat Impor Elektronik
",Negatif
"
Iran-Israel Perang, Erick Thohir Kirim Pesan Khusus ke Bos-bos BUMN
",Negatif
"
IMF Wanti-wanti Inflasi Makin Tinggi Imbas Perang Iran Vs Israel
",Negatif
"
Ketua Banggar Minta Pemerintah Waspada Dampak Perang Israel-Iran
",Negatif
"
10 Negara dengan Biaya Hidup Termahal Dunia, Sebulan Perlu Duit Segini
",Negatif
"
RI Paling Terakhir Masuk Satgas Anti Pencucian Uang Dunia, Jokowi: Kadang Malu
",Negatif
"
IHSG Ditutup Melemah 0,47% ke 7.130
",Negatif
"
Pengusaha Wajib Tahu, Ini Kiat Jitu biar Nggak Ditinggal Karyawan Usai Lebaran
",Netral
"
Mayapada Healthcare Group Sukses Raih 4 Penghargaan di Kuartal I-2024
",Positif
"
Seleksi CPNS Bakal Dibuka Mei 2024, 200 Ribu Formasi Khusus buat di IKN
",Positif
"
LRT Jabodebek Angkut 255 Ribu Orang Selama Libur Lebaran
",Netral
"
Sinyal Bos Apple Investasi di RI: Kami Percaya Pada Negara Ini
",Positif
"
Zulhas Tegaskan Aturan Kebijakan Impor Tak Dicabut, tapi Direvisi!
",Netral
"
Jokowi Ungkap Dugaan Pencucian Uang Kripto Rp 139 T
",Negatif
"
Cuti Lebaran Usai, Sebagian Sektor Informal Masih Milih Libur
",Negatif
"
Momen Bos Apple Kunjungi Kantor Prabowo Usai Temui Jokowi
",Netral
"
Bos Apple Sambangi Prabowo Usai Temui Jokowi
",Netral
"
Kapan Hak untuk Manfaat JKP BPJS Ketenagakerjaan Hilang?
",Negatif
"
ASN yang Pertama ke IKN Bakal Dapat Tunjangan Pionir!
",Positif
"
Aksi Petani Belanda Turun ke Jalanan Belgia Protes Peraturan UE
",Negatif
"
Freeport Cetak Laba Rp 48,79 T, Pemda Papua Kebagian Rp 3,35 T
",Positif
"
Cara Cek Hasil Seleksi Administrasi Rekrutmen Bersama BUMN 2024
",Netral.
"
Pengamat Sarankan Harga BBM Subsidi Naik Imbas Konflik Iran-Israel
",Negatif
"
AHY Ungkap Usulan Tambah Anggaran Rp 657 M Direspons Positif Kemenkeu
",Positif
"
Moody's Pertahankan Peringkat Utang RI, BI: Bentuk Kepercayaan Dunia
",Positif
"
Cara dan Syarat Mencicil Iuran BPJS yang Nunggak
",Netral
"
AHY Targetkan 20 Kabupaten/Kota Terdata Tiap 2 Bulan
",Netral
"
Pengusaha Kapal se-Asia Ngumpul di Singapura, Ini yang Dibahas
",Netral
"
Anak Buah Luhut hingga Sri Mulyani Bakal Jadi Penghuni Pertama IKN
",Netral
"
Habis Resign Setelah Lebaran? Ini Tips Biar Nggak Lama Nganggur
",Netral
"
Kemendag Proses Revisi Aturan Impor, Nggak Atur Barang Bawaan Penumpang-Kiriman TKI
",Netral
"
Jawaban Tim Cook soal Buka Pabrik Apple di Indonesia: Kami Pertimbangkan
",Netral
"
Menperin Buka-bukaan Potensi Apple Buka Pabrik di RI
",Positif
"
Siap-siap! Ada 11.916 ASN yang Bakal Pindah ke IKN Tahap I
",Netral
"
Ini Alasan Pemerintah Rayu Apple Bangun Pabrik di RI
",Positif
"
Asyik... ASN yang Pindah ke IKN Bakal Dapat 1 Unit Rusun
",Positif
"
AHY Keliling Kantor ATR hingga Sapa Pegawai Usai Lebaran
",Netral
"
Terbang ke AS, Sri Mulyani Bahas Perang di Timur Tengah Bareng Menkeu G20
",Netral
"
Pengusaha Protes Aturan Impor Ancam Pasokan Terigu dalam Negeri
",Negatif
"
ESDM soal Prilly Pakai Gas 3 Kg: Jangan Seperti Itu, Itu Hak Orang Miskin
",Negatif
"
SPBU Shell di Kota Medan Bakal Ditutup
",Negatif
"
Usai Apple, Bos Microsoft Bakal Temui Jokowi 30 April
",Netral
"
Mantap! ASN yang Pindah ke IKN Bakal Dapat Satu Unit Apartemen
",Positif
"
Komisaris-Direksi Garuda Dapat Tambahan Saham GIAA
",Netral
"
Ternyata Ini Nih Alasan Banyak Karyawan Resign Setelah Lebaran
",Negatif
"
Terkuak! Jokowi Minta Apple Ikut Investasi di IKN
",Netral
"
Menperin Tegaskan Pembatasan Impor Produk Elektronik Jalan Terus!
",Negatif
"
Bos Apple Tim Cook: Masa Depan RI Sangat Cerah!
",Positif
"
Buka-bukaan Menkominfo soal Pertemuan Jokowi dengan Bos Apple
",Netral
"
United Airlines Rugi Rp 3,2 T Imbas Penangguhan Pesawat Boeing
",Negatif
"
Jokowi Tunjuk Luhut Sebagai Koordinator Investasi Apple di Indonesia
",Netral
"
Kedubes Denmark Buka Lowongan Kerja Admin, Gajinya Rp 11 Juta!
",Positif
"
MenPAN-RB: ASN Mulai Pindah ke IKN September 2024
",Netral
"
OJK Akhiri Stimulus COVID-19 buat Sektor Pembiayaan-Lembaga Keuangan Mikro
",Negatif
"
Mau Bangun Pabrik iPhone Cs di RI? Bos Apple Bilang Gini
",Netral
"
Pengusaha Minta Hal Ini ke Pemerintah buat Hadapi Dampak Konflik Iran-Israel
",Negatif
"
Fenomena Setelah Lebaran: Banyak Karyawan Resign!
",Negatif
"
Usai Temui Jokowi, Bos Apple: RI Pasar Penting buat Kami
",Positif
"
Ini Cara Cek Mutasi Rekening di MyBCA dengan Mudah dan Cepat
",Netral
"
Iran-Israel Lagi Perang, Cadangan BBM RI Aman Selama 30 Hari
",Negatif
"
Perputaran Uang saat Libur Lebaran Mencapai Rp 157,3 T
",Positif
"
15 Perusahaan Terbaik di Indonesia 2024, Ada Kantormu?
",netral
"
Sudah Tahu Belum dari Mana Air Toilet Kereta? Ini Sumbernya
",Netral
"
Harga Emas Masih Setinggi Ini, 1 Gram Laku Segini!
",Positif
"
1 Riyal Berapa Rupiah? Ini Cara Cek Nilai Tukar Mata Uang Secara Online
",Netral
"
Jokowi Mau Rayu Bos Apple Bikin Pabrik iPhone Cs di RI
",Positif
"
Bos Apple Temui Jokowi Bahas Investasi Rp 1,6 T
",Positif
"
1 Ringgit Berapa Rupiah? Begini Cara Ceknya Secara Online
",Netral
"
Rupiah KO Ditekuk Dolar AS Rp 16.200
",Negatif
"
Gaya Bos Apple di Istana Negara: Acungkan 2 Jari Salam Damai
",Netral
"
Perang Iran Vs Israel Bikin Distribusi Minyak Berantakan
",Negatif
"
Kemarin Anjlok, IHSG Hari Ini Menguat ke Level 7.225
",Positif
"
Segini Harga Minyak Makan Merah yang Diklaim Murah dan Sehat
",Netral
"
Bos Apple Tiba di Istana, Tunjukkan Gestur Peace
",Netral
"
Ini 4 Cara Isi Saldo DANA Lewat BCA Beserta Kode Top Up
",Netral
"
Pertumbuhan Ekonomi Dunia Masih Melambat, Proyeksi IMF Cuma 3,2% di 2024-2025
",Negatif
"
Dampak Perang Iran Vs Israel ke RI: Subsidi BBM Bisa Jebol!
",Negatif
"
Mau Adu Nasib ke Jakarta Harus Pikir-pikir Dulu! Biaya Hidup Hampir Rp 15 Juta
",Negatif
"
Diskon Tarif Tol 20% Berlaku Mulai Hari Ini, Berikut Rinciannya
",Positif
"
Konflik Israel Vs Iran Bisa Berdampak Ngeri buat Rupiah dan Ekonomi RI
",Negatif
"
Nasib Harga BBM Ditentukan di Juni, Naik atau Tidak?
",Netral
"
Pembatasan Barang Kiriman TKI Dicabut, Zulhas Jelaskan Alasannya
",Netral
"
930 Perusahaan Diadukan ke Kemnaker Gegara THR, Ini Fakta Lengkapnya
",Negatif
"
Pemerintah Jamin Harga BBM Tak Naik hingga Juni 2024
",Positif
"
Pemerintah Buka Peluang Investasi di Pertemuan dengan CEO Apple
",Positif
"
Konflik Timur Tengah Berpotensi Berdampak ke Sektor Energi Dunia
",Negatif
"
Bandara Soekarno-Hatta Naik ke Peringkat 28 Terbaik Dunia
",Positif
"
Di Forum Asia, Airlangga Yakin Ekonomi Tumbuh di Atas 5% & Inflasi Terkendali
",Positif
"
Menteri PAN-RB Restui 18.557 Formasi CASN Bawaslu
",Netral
"
Ini 2 Cara Menonaktifkan BPJS Ketenagakerjaan dengan Mudah
",Netral
"
929 Aduan THR Tidak Dibayar Masuk Posko Kemnaker
",Negatif
"
Kemnaker Catat 1.539 Jumlah Aduan soal THR, Turun dari Tahun 2023
",Positif
"
Bank BUMN Dukung UMKM RI Tembus Pasar Singapura, Begini Caranya
",Positif
"
Ini 3 Cara Hapus Akun DANA Secara Permanen Beserta Syaratnya
",Netral
"
Sejarah E-Money, Dulu Penggunaannya Terbatas
",Netral
"
Wow! Sumpit dari Limbah Kayu Ini Tempus Pasar Ekspor
",Positif
"
Di Depan Pengusaha Ritel, Airlangga Tegaskan Aturan Pembatasan Impor Jadi Direvisi
",Netral
"
Lulusan Sarjana Mau Jadi PNS Tahun 2024? Segini Kisaran Gajinya
",Netral
"
Laba Telkom Menyusut Jadi Rp 6,05 Triliun di Kuartal I 2024
",Negatif
"
ID Food-Kostrad Lakukan Panen dan Penanaman Padi Tahap II di Lahan Strategis
",Netral
"
Harga Bawang Putih Mahal, Ternyata China Penyebabnya
",Negatif
"
Sri Mulyani Duet dengan Menkeu Belanda Pimpin Rapat Bendahara Negara Sedunia
",Netral
"
Di Depan Pengusaha, Airlangga Singgung COVID-19 Hilang tapi Perang Belum Berakhir
",Negatif
"
Kolaborasi Mudahkan Donasi Lewat Perbankan Digital
",Positif
"
Judi Online Modal Kripto Terkuak! Sudah Dilaporkan Langsung ke Jokowi
",Negatif
"
Menteri Jokowi Minta Nggak Perlu Khawatir Rupiah Keok Lawan Dolar AS
",Negatif
"
Akses Tol BORR OCBD Diprediksi Juli 2024 Beroperasi
",Positif
"
Perang Iran-Israel Bisa Bikin Harga Pangan Naik? Ini Kata Airlangga
",Negatif
"
Petani Pepaya Raih Omzet Rp 36 Juta Per Bulan Berkat Kredit Ultra Mikro BRI
",Positif
"
Terkait Judi Online, 5.000 Rekening Bank Diblokir!
",Negatif
"
Bos Badan Pangan Ungkap Panen Beras Bulan Ini Capai 4,9 Juta Ton
",Positif
"
Jokowi Bikin Satgas Khusus Berantas Judi Online, Seminggu Mulai Kerja!
",Positif
"
Awas! Ada Modus Baru Kuras Duit di Rekening
",Negatif
"
Airlangga soal Perang Iran Vs Israel: Kita Tenang-tenang Saja
",Netral
"
Kantong Warga RI Bisa Makin Kempes Gegara Dolar AS Tinggi, Apa Solusinya?
",Negatif
"
Indofarma Ungkap Alasan Belum Bayar Gaji Karyawan
",Negatif
"
Pegawai Maskapai Ini Bantu Curi Emas di Bandara, Bikin Heboh Satu Negara
",Negatif
"
HET Beras Premium Naik sampai 24 April, Bakal Diperpanjang?
",Negatif
"
Kacau! Putaran Uang Judi Online di RI Sentuh Rp 327 T
",Negatif
"
Elon Musk Minta Maaf Gegara Tesla Beri Pesangon Kecil ke Korban PHK
",Negatif
"
Disebut dalam Sidang Sengketa Pilpres soal Bansos, Badan Pangan Buka Suara
",Netral
"
Kartu E-Money Rusak Jangan Dibuang! Sisa Saldonya Bisa Dicairkan
",Positif
"
Jalan Trans Papua Segmen Mamberamo-Elelim Senilai Rp 3,3 T Segera Dibangun
",Positif
"
Indofarma Akui Belum Bayar Gaji Karyawan Maret 2024
",Negatif
"
Ngaku Dapat Warisan Rp 800 Juta, Pasangan Ini Tinggalkan Bayinya ke Pengasuh
",Negatif
"
Kemendag Dorong Konsumen Berani Perjuangkan Hak, Begini Caranya
",Positif
"
Aduh! Dolar AS Menguat Bisa Bikin Kantong Warga RI Makin Kempes
",Negatif
"
Curhatan Pemudik Asal Sumsel Usai Habiskan Perjalanan 42 Jam: Mudik Paling Parah
",Negatif
"
Potret Pasar Terapung Lok Baintan, Ada Penjual Sate hingga Hasil Tani
",Netral.
"
Meredam Pendatang Baru Jakarta hingga Analisis Tulisan Tangan Megawati
",Negatif
"
Bandara Sam Ratulangi Ditutup Sementara, 33 Penerbangan Terdampak
",Negatif
"
884 Penerbangan Dibatalkan Imbas Banjir Besar Dubai
",Negatif
"
Ekonomi Ditarget Tumbuh 5,6% di 2025, RI Butuh Uang Segar Rp 7.130 T
",Netral
"
Jokowi Bertemu Eks PM Inggris, Bahas Investasi Energi & Alur Logistik IKN
",Netral
"
Harga Gula Dinaikkan Jadi Rp 17.500/Kg, tapi Sementara!
",Negatif
"
Indosat-Mastercard Kolaborasi Jaga Ekonomi Digital Indonesia
",Positif
"
Eks PM Inggris Bantu Jokowi Pangkas Jumlah Aplikasi Layanan Publik RI
",Positif
"
Jokowi Pede Perdagangan RI-China Makin Seimbang, Begini Datanya
",Positif
"
Antisipasi Dampak Perang Iran Vs Israel, Erick Thohir Beri Pesan Khusus ke Pertamina-PLN
",Negatif
"
Ada Ratusan Juta E-Money di RI, ke Mana Saldonya Kalau Kartunya Hilang?
",Negatif
"
Pacitan-Cikarang 20 Jam Saat Arus Balik Lebaran, Pemudik Ungkap Unek-uneknya
",Negatif
"
Karpet Merah Investasi Apple di RI, Luhut Bocorkan Insentif Ini
",Positif
"
Pengumuman! Ini Rincian Harga Gula di Jawa hingga Papua
",Netral.
"
Kemenkeu Sebut Konflik Iran Vs Israel Bisa Ganggu Ekonomi RI
",Negatif
"
Momen Dino Patti Djalal Bertemu AHY, Bahas Mafia Tanah
",Netral
"
Luhut Ungkap Rencana Investasi Besar Apple: Dia Baru Sadar RI Potensial
",Negatif
"
Sri Mulyani Bertemu Menkeu Malaysia di AS, Bahas Keuangan Syariah
",Netral
"
Harga Gula Naik Jadi Rp 17.500/Kg!
",Negatif
"
Bahlil Buka-bukaan Hasil Pertemuan Eks PM Inggris dengan Jokowi
",Netral
"
Fitch Ratings Pertahankan Peringkat Nasional KB Bank di Level AAA
",Positif
"
KAI Buka Lowongan Kerja Besar-besaran Jadi MT! Ini Deretan Posisinya
",Positif
"
Bahaya! RI Mesti Serius Antisipasi Dampak Konflik Iran-Israel ke Ekonomi
",Negatif
"
Konflik di Timur Tengah Memanas, Ekonomi RI Bakal Terdampak?
",Negatif
"
RI Lelang Tiga Ladang Nikel, Ini Daftarnya
",Netral
"
Potret Kim Jong Un Hadiri Peresmian Kompleks Apartemen Baru Korut
",Netral
"
Makan di Restoran Pizza Ini Kini Lebih Praktis dan Hemat
",Positif
"
585 Pinjol dan Pinpri Ilegal Diblokir Satgas!
",Negatif
"
Heboh! Wanita Ini Bawa Mayat ke Bank biar Bisa Dapat Pinjaman Rp 50 Juta
",Negatif
"
Situasi Global Memanas, Suku Bunga AS Bakal Makin Tinggi
",Negatif
"
Pemerintah Susun Rencana Kerja 2025, Prioritaskan Program Prabowo-Gibran
",Netral
"
Bertemu Menlu China, Jokowi Dorong Studi Kelayakan Kereta Cepat ke Surabaya
",Netral
"
Sri Mulyani Ngobrol Bareng Komisioner Uni Eropa di AS, Bahas Hal Ini
",Netral
"
Produksi Minyak RI Melorot Terendah Sejak 56 Tahun, Ini Sebabnya
",Negatif
"
Nggak Sangka! Ada Sebanyak Ini Kartu E-Money yang Beredar di RI
",Netral
"
Tol Merak Macet Total, Menko PMK Minta 'Restu' Wapres Bangun Rest Area Lagi
",Negatif
"
Penampakan Penumpang Numpuk di Bandara Gegara Dubai Banjir
",Negatif
"
Proyek Stasiun Baru Tanah Abang Dimulai Mei 2024!
",Positif
"
Gelar Pertemuan Bilateral, Menlu RI-China Sepakat Perkuat Investasi
",Positif
"
Produksi Minyak RI Merosot ke 576 Ribu Barel/Hari, Terendah Sejak 56 Tahun
",Negatif
"
Dipimpin Prabowo-Gibran, Pertumbuhan Ekonomi RI 2025 Dipatok 5,3-5,6%
",Positif
"
Imbas Kekeringan, Warga Ekuador Harus Hidup Minim Listrik
",Negatif
"
Jokowi Minta China Percepat Studi Kelayakan Kereta Cepat Lanjut Surabaya
",Positif
"
Kementerian PUPR Lelang Proyek Kantor Polri di IKN, Nilainya Rp 1,4 T
",Netral
"
Erupsi Gunung Ruang, Bandara Sam Ratulangi Manado Ditutup Sementara
",Negatif
"
Konflik Iran-Israel Berdampak ke Industri RI, Menperin Beri Solusi Ini
",Negatif
"
Deretan Orang Terkaya Asal Iran, Raup Cuan dari AS
",Negatif
"
Eks PM Inggris Tony Blair Merapat ke Istana Temui Jokowi
",Netral
"
Harga Emas Hari Ini Naik Rp 14.000, Tembus Rekor Tertinggi Lagi!
",Positif
"
Dolar AS Tergelincir Lawan Rupiah, tapi Masih Betah di Atas Rp 16.100
",Netral
"
Menlu China Temui Jokowi di Istana Negara Pagi Ini
",Netral
"
Cara Lion Group Lahirkan Pilot Berkualitas demi Keselamatan Penerbangan
",Netral
"
Libur Lebaran, Kilang Pertamina Tetap Genjot Produksi 850 Ribu Barel/Hari
",Netral
"
Ijo Royo-royo, IHSG Pagi-pagi Sudah Bertengger di Zona Hijau
",Positif
"
Aturan Kebijakan Impor Tak Dicabut tapi Direvisi! Begini Isinya
",Netral
"
Cegah Serbuan Produk China ke AS, Biden Mau Naikkan Pajak Impor Barang Ini
",Negatif
"
ASN yang Mau Pindah ke IKN Bakal Dapat Apartemen hingga Tunjangan Pionir!
",Positif
"
Google PHK Karyawan Lagi!
",Negatif
"
Yuk, Coba Wahana Pelepas Stres Seharga Rp 30 Ribu di Malang
",Netral
"
Bocoran BUMN yang Kena Dampak Konflik Iran Vs Israel
",Negatif
"
Butuh Dana Cepat? Tarik Tunai ATM Pakai Kartu Kredit BRI Bebas Biaya Admin
",Positif
"
Tugas Luhut Nambah Lagi, Kini Jadi Koordinator Investasi Apple di RI
",Netral
"
Hasil Lawatan Bos Apple ke Jokowi dan Prabowo
",Netral
"
Bak Tradisi, Banyak Karyawan Resign Habis Lebaran
",Negatif
"
Bahaya Besar Intai Dunia Imbas Konflik Iran Vs Israel
",Negatif
"
Gaun hingga Tas Koleksi Putri Diana Bakal Dilelang
",Netral
"
Tol Bayung Lencir-Tempino-Jambi 33 Km Rampung Awal 2025
",Positif
"
Dolar AS Menguat, Bank Mandiri Buka-bukaan Simpanan Valas
",Netral
"
Di Depan Menlu China, Luhut Jamin Pemerintah Berikutnya Lanjutkan Kebijakan Jokowi
",Netral
"
RI Genjot Penyitaan Aset Virtual Hasil Kejahatan Keuangan
",Negatif
"
OJK Cabut Izin BPRS di Kudus, Dana Nasabah Dijamin LPS
",Negatif
"
Macet Parah di Tol Saat Mudik & Arus Balik Tuai Kritik, Menhub Jawab Begini
",Negatif
