Judul Berita,Label
"
Penampakan Pembangunan Jalan Raya yang Membelah Hutan Amazon
",Negatif
"
Cadangan Devisa RI Turun Lagi Jadi US$ 140,4 Miliar, Ini Penyebabnya
",Negatif
"
Digitalisasi Jadi Cara Bank biar Nggak Ditinggal Nasabah
",Positif
"
Produk Perang Canggih Made in RI: Radar-Kapal Perang Raksasa
",Netral
"
Ketua MK Tanya BLT El Nino 'Lenyap' dari Anggaran Kemensos, Ini Jawaban Sri Mulyani
",Netral
"
Sering Digelar Pemerintah, Ternyata Ini Tujuan Program Mudik Gratis
",Netral
"
Airlangga Buka-bukaan Perintah Jokowi ke 4 Menteri Sebelum Sidang MK, Apa Itu?
",Netral
"
Beras dan Minyak Goreng Asal Malaysia Ditemukan di Jalur Tikus Kalimantan
",Negatif
"
Menteri ESDM Ungkap Lifting Migas RI Belum Capai Target, Ini Datanya
",Negatif
"
1.709 Orang Ikuti Mudik Gratis Bersama United Tractors
",Netral
"
TASPEN Berangkatkan 720 Peserta Mudik Gratis BUMN Pakai 18 Armada Bus
",netral
"
Menteri ESDM Minta SKK Migas Geber Produksi demi Capai Target
",Netral
"
Pembangunan PLTS 500 MW Proyek Hijaunesia Dikebut, Begini Progresnya
",Positif
"
641 Ribu Ton Beras Bantuan Pangan Sudah Mengalir ke Masyarakat
",Positif
"
BSI Fasilitasi Mudik Gratis untuk Disabilitas
",Positif
"
Sri Mulyani di Sidang MK: Penyusunan APBN 2024 Tak Terkait Capres
",Netral
"
Bisakah Data Penerima Bansos Tumpang Tindih? Ini Jawaban Muhadjir-Airlangga
",Netral
"
Mudik Asyik Transmedia Berangkatkan 531 Peserta
",Netral
"
Jalan Panjang RI Produksi Alutsista Sendiri Tanpa Impor
",Netral
"
Risma Ungkap Biang Kerok Anggaran Kemensos Turun di 2024
",Netral
"
Terungkap! Ini yang Bikin Harga Emas Naik Terus hingga Cetak Rekor
",Positif
"
Sri Mulyani Tegaskan Bantuan Pangan Bapanas Bukan Perlinsos
",Netral
"
Tol Bocimi Longsor, Bisa Dipakai untuk Lebaran?
",Negatif
"
Sebentar Lagi Lebaran, Begini Cara Dapat 10 Juta dari BPJS Ketenagakerjaan
",Positif
"
Potret Pelabuhan Gilimanuk Bali Penuh Pemudik
",Netral
"
Menteri ESDM Lantik Shinta Damayanti Jadi Wakil Kepala SKK Migas
",Netral
"
Kutip Pepatah Kuno, Sri Mulyani Ingatkan Banyak Negara Krisis Ekonomi-Politik
",Negatif
"
Sri Mulyani Tegaskan Realisasi Anggaran Perlinsos Saat Pilpres Tak Ada Perbedaan
",Netral
"
Masyarakat Ramai-ramai Beli hingga Gadai Emas Jelang Lebaran
",Negatif
"
Jelang Libur Panjang, Dolar AS Masih Perkasa!
",Negatif
"
Airlangga Buka-bukaan Alasan Pemerintah Gelontorkan Perlinsos
",Netral
"
Gelar Mudik Asyik BUMN, Erick Thohir Berangkatkan 90 Ribu Warga
",Netral
"
Ekonom Sebut RI Perlu Menko Syariah, Ini Alasannya
",Netral
"
Ini Cara Menghitung Kendaraan yang Melintas Saat Mudik di Pantura
",Netral
"
Airlangga Beberkan Penyebab Anggaran Perlinsos Naik di Sidang MK
",Netral
"
Di Sidang MK, Muhadjir Ungkap Pangan Jadi Biang Kerok Kemiskinan RI
",Negatif
"
Jelang Akhir Pekan IHSG Dibuka ke Zona Merah di Level 7.254
",Negatif
"
Ciamik! Tempat Penitipan Hewan Ini Seperti Hotel
",Netral
"
Melihat Jakarta Lebaran Fair 2024
",Netral
"
Ribuan Orang Ikut Mudik Gratis BUMN
",Netral
"
Muhadjir Tegaskan Penyaluran Bansos Sudah Direncanakan Sejak Awal
",Netral
"
Potret Patroli Arus Mudik di Selat Bali
",Netral
"
Ambisi RI Punya Industri Pertahanan 50 Besar Dunia
",Netral
"
BPJT Minta Perbaikan Tol Bocimi Jangan Terburu-buru
",Negatif
"
Jokowi Buka Suara Peluang Bansos Beras sampai Akhir Tahun
",Positif
"
Sri Mulyani, Airlangga, hingga Risma Tiba di MK Jelang Sidang Sengketa Pilpres
",Netral
"
Sederet SPBU Nakal Terbongkar, Kini Ditutup Sementara
",Negatif
"
Penampakan Bangunan Nyaris Roboh Akibat Gempa Taiwan
",Negatif
"
Mendulang Kasih dan Rupiah di Hari Raya Lewat Hampers
",Positif
"
4.000 Mobil Listrik Bakal Dipakai Mudik Lebaran, SPKLU Aman Nggak?
",Netral
"
15 Instansi CPNS Sepi Peminat, Info untuk CPNS 2024
",Netral
"
10 Negara Termiskin di Dunia 2024 Menurut Data IMF
",Negatif
"
Duh! Harga Daging Ayam hingga Cabai Mulai Naik Jelang Lebaran
",Negatif
"
Jika Tak Pernah Sakit, Apakah BPJS Kesehatan Bisa Dicairkan?
",Netral
"
Melihat Kesibukan Pembuatan Kue Kering Lebaran
",Netral
"
Biar Nggak Mogok, Perhatikan Hal Ini Saat Mudik Pakai Mobil Listrik
",Netral
"
Kemnaker Ungkap Ada Perusahaan Mau PHK Jelang Lebaran, tapi Minta Ditunda
",Negatif
"
Pedagang Parcel di Cikini Makin Cuan Jelang Lebaran
",Positif
"
Luhut: Saya Sangat Menyayangkan Kasus Korupsi Timah Terjadi
",Negatif
"
Tol Bangkinang-XIII Koto Kampar Dibuka Gratis, Cek Infonya di Sini
",Netral
"
Terungkap Detik-detik Tol Bocimi Longsor hingga Mobil Terperosok
",Negatif
"
Dear Pemudik! Beli Koper di Transmart Full Day Sale Banjir Diskon
",Netral
"
Pakai Mobil Listrik Selama Lebaran Bisa Isi Daya Gratis di SPKLU Ini, Caranya?
",Positif
"
Penambahan Mesin Tap Pembayaran Exit Tol Merak
",Netral
"
Pemerintah Brunei Bantah Mau Bangun Kereta Cepat Sampai IKN
",Netral
"
Mudik Naik Mobil Listrik via Kapal Laut, Begini Ketentuannya
",Netral
"
Pelanggan Ini Hepi! Boyong TV LED di Transmart Full Day Sale Hemat Rp 1,8 Juta
",Positif
"
Dibuka Gratis, Tol Jogja-Solo Ruas Colomadu-Ngawen Dilalui 5.878 Kendaraan
",Netral
"
Lebih Luas dan Variatif! Pelanggan Kepincut Belanja di Miniso Transmart Kokas
",Positif
"
Ini Alasan Tanah Abang Selalu Padat Pengunjung Jelang Lebaran
",Positif
"
Zimbabwe Rilis Mata Uang Baru, Nasib yang Lama Bagaimana?
",Negatif
"
Satu Arah, Tol Batang-Semarang Lancar
",Netral
"
Jual Produk Zaman Now, Miniso Pink di Transmart Kokas Diserbu Pengunjung
",Positif
"
Tiket Penyeberangan Kapal Feri Merak-Bakauheni Habis sampai 8 April
",Negatif
"
Kemendag Evaluasi Aturan Pengetatan Impor Buntut Banyak Keluhan Pengusaha
",Negatif
"
Layani Kebutuhan Digital di Jalur Mudik
",Netral
"
Transmart Full Day Sale Makin Padat Pengunjung Jelang Waktu Buka Puasa!
",Positif
"
Mulai Hari Ini, Akses Tol ke Stasiun Kereta Cepat Whoosh Halim Dibuka
",Netral
"
Bisnisnya Bangkrut, Orang Tua Kate Middleton Terlilit Utang Rp 5,2 M
",Negatif
"
Beli AC di Transmart Full Day Sale Pasti Murah! Hemat Rp 1,3 Jutaan
",Positif
"
Bonus CEO Boeing Makin Gede Tembus Rp 518 M di Tengah Rencana Mundur
",Negatif
"
Resmi Hadir di Transmart Kokas, Miniso Pink Banjir Diskon Seharian!
",Positif
"
Sepatu Baru Alhamdulillah, Beli di Transmart Full Day Sale Diskonnya Gila-gilaan!
",Positif
"
Otorita IKN Tepis Ada Semburan Gas Mirip Lapindo-Suku Dayak Ngamuk: Hoaks!
",Negatif
"
Wamen BUMN Buka Suara soal Gaji dan THR Karyawan PTDI Telat Dibayar
",Negatif
"
Begini Kesiapan Layanan Bank BUMN Selama Libur Lebaran
",Netral
"
Tanah Abang Diserbu Jelang Lebaran, Pedagang Kantongi Rp 54 Juta/Hari
",Positif
"
Diskon Gila di Transmart Full Day Sale, Beli TV LED 65"" Hemat Rp 4 Jutaan!
",Positif
"
Shimmer Jadi Tren Baju Lebaran, Pedagang Tanah Abang Raup Rp 20 Juta/Hari
",Positif
"
Gila! Harga Emas Hari Ini Melejit Banget, Tembus Segini
",Positif
"
Akhirnya Batalkan dan Ubah Tiket Whoosh Bisa Online, Ini Caranya
",Netral
"
Mudik Nyaman Bawa Travel Bed, Beli di Transmart Full Day Sale Cuma Rp 300 Ribuan!
",Positif
"
Airlangga Ungkap Alasan Bansos El Nino: Beras Defisit-Masyarakat Butuh Bantuan
",Negatif
"
Respons Buwas soal Namanya Disebut Tolak Bansos dalam Sidang MK
",Netral
"
Pasar Tanah Abang Masih Sesak Diserbu Pembeli H-4 Lebaran
",Positif
"
Lebih dari Setengah Juta Kendaraan Tinggalkan Jabotabek buat Mudik
",Netral
"
Cuma di Transmart Full Day Sale! Sepeda Listrik Diskon Jadi Rp 3 Jutaan Aja
",Positif
"
Kode Bank Mandiri ke DANA untuk Memudahkanmu Saat Top Up
",Positif
"
H-4 Lebaran, Pemudik Padati Bandara Soekarno Hatta
",Netral
"
Dukung Food Estate, PSMTI Bicara Ketahanan Pangan Nasional
",Positif
"
Kabar Terbaru dari Sri Mulyani soal Anggaran Makan Siang Gratis
",Netral
"
Komitmen BTN Layani Nasabah di Musim Lebaran Idul Fitri 2024
",Netral
"
78.158 Kendaraan Lewat Tol Trans Sumatera Saat Mudik, Melesat 154%
",Positif
"
Irit Banget! Beli Kulkas di Transmart Full Day Sale Diskon hingga Rp 3,4 Jutaan
",Positif
"
Terungkap Penyebab Anggaran Kemensos Turun hingga BLT El Nino 'Lenyap'
",Negatif
"
Lebaran Sebentar Lagi, Makin Banyak Motor yang 'Naik' Kereta Api!
",Positif
"
Terkuak! Alasan Jokowi Sering Bagi-bagi Bansos Saat Kunjungan ke Daerah
",Netral
"
BRI Life Berangkatkan 3.500 Pemudik
",Netral
"
Serbuu! Ada Daging Rendang Diobral Super Murah di Transmart Full Day Sale
",Positif
"
Sri Mulyani Ungkap Anggaran Perlinsos: Disetujui DPR-Tak Dipengaruhi Pilpres
",Netral
"
Ribuan Mitra Tukang-Mandor Mudik Gratis Naik Kereta Api Eksekutif
",Positif
"
Lebaran Pakai BRI Banyak Promonya, Diskon & Cashback hingga 50 Persen
",Positif
"
Begini Asal-usul Takhayul Lempar Koin ke Air Mancur
",Netral
"
Peristiwa Aneh, Uang Rp 476 Miliar 'Lenyap' Tanpa Ada yang Tahu
",Negatif
"
Jadwal dan Rute One Way di Jalan Tol Saat Arus Mudik dan Balik Lebaran 2024
",Netral
"
Sakit Saat Mudik Lebaran, Bisa Berobat Pakai BPJS Kesehatan di Luar Kota?
",Netral
"
Saldo e-Toll Habis di Gerbang Tol? Lakukan 4 Langkah Ini
",Netral
"
THR Masih Ada Kan? Ke Transmart Full Day Sale Yuk, Hari Ini Banjir Diskon!
",Positif
"
Money Changer: Arti, Syarat, dan Cara Tukar ke Valuta Asing
",Netral
"
Cara Membuat BPJS Kesehatan, Praktis dan Nggak Pake Ribet!
",Netral
"
Perjuangan Pemudik Sepeda Motor Menyeberang ke Kampung Halaman
",Netral
"
Terkuak Alasan Risma Ogah Salurkan Bansos Beras!
",Negatif
"
Indosat Siap Hadapi Kenaikan Trafik Saat Mudik Lebaran 2024
",Netral
"
Libur Lebaran, Kereta Cepat Wira-wiri 52 Perjalanan/Hari
",Netral
"
Jurus Ilma Ubah Sorgum Jadi Olahan Sehat & Terapkan Transaksi Digital Saat Pameran
",Positif
"
Pertamina Siagakan SPBU hingga Motoris di Exit Tol Cigombong, Ini Rinciannya
",Netral
"
Sri Mulyani Jawab Hakim MK soal Sumber Dana Jokowi Tebar Bansos Saat ke Daerah
",Netral
"
Pertamina Imbau Pemudik Isi Bensin di Luar Pelabuhan, Cegah Antrean di Merak
",Netral
"
Makin Banyak Orang Pakai Kereta Api ke Bandara dan Pelabuhan, Ini Datanya
",Netral
"
Bank BUMN Berangkatkan Ribuan Pemudik ke Kampung Halaman Gratis!
",Positif
"
BI dan Bank Sentral se-ASEAN Dorong Transaksi Mata Uang Lokal Lintas Kawasan
",Positif
"
Pertamina Siapkan Sanksi buat Arie Febriant Pemobil yang Viral Meludah!
",Negatif
"
Pelanggan Ini Senang Beli di Miniso Pink Transmart Kokas Dapat Diskon Gede!
",Positif
"
Sektor Manufaktur RI Bisa Moncer, Bagaimana Caranya?
",Netral
"
H-3 Lebaran, Pasar Johar Semarang Diserbu Pembeli
",Positif
"
Perputaran Ekonomi Saat Musim Mudik Lebaran Diprediksi Capai Rp 385 T
",Positif
"
Pengunjung Penuhi Area Sandal di Transmart Full Day Sale Gerai Kokas
",Positif
"
Berangkat! Pelni Angkut 2.384 Penumpang Mudik Gratis Sepeda Motor ke Semarang
",Netral
"
Menhub Larang Keras Truk ODOL Wira-wiri di Pelabuhan Selama Mudik!
",Negatif
"
Makin Ramai, Transmart Full Day Sale Gerai Kota Kasablanka Diserbu Pengunjung!
",Positif
"
Jumlah Pemudik Kereta Api pada H-3 Lebaran
",Netral
"
PLN Jamin Pembangkit dalam Kondisi Prima Selama Lebaran
",Positif
"
Jual Produk Lucu, Miniso Pink di Transmart Kokas Ramai Pengunjung
",Positif
"
Tol Japek Selatan Dibuka Gratis di Musim Mudik Lebaran 2024
",Positif
"
Gokil! Beli Kasur di Transmart Full Day Sale Cuma Rp 500 Ribuan
",Positif
"
BRI Beri Tips Cerdas Sambut Mudik dan Lebaran
",Netral
"
BRI Tetap Buka Layanan Digital dan Konvensional Selama Libur Lebaran
",Netral
"
Indofarma Ungkap Sudah Bayar THR ke Karyawan, Klaim Tanpa Dicicil
",Positif
"
Gara-gara Hal Ini, Orang Bakal Makin Banyak Belanja di Mal!
",Positif
"
Wow! Cuma di Transmart Full Day Sale Beli Sepeda Listrik Hemat Rp 2,7 Jutaan
",Positif
"
Heboh Indofarma Tunggak Gaji Karyawan, Tiba-tiba Komut Mau Mundur
",Negatif
"
Menko PMK Muhadjir dan Menhub Tinjau Arus Mudik di Merak
",Netral
"
Beli TV LED 50-65 Inch di Transmart Full Day Sale Bisa Hemat Rp 4 Jutaan!
",Positif
"
Kemenhub Fasilitasi Pemulangan Jenazah Kecelakaan Kapal Keoyoung Sun
",Netral
"
Viral Uang Rupiah Pecahan 1.0, BI: Cuma Contoh Tak Bisa Dipakai Belanja!
",Negatif
"
Jalur Tengah Tegal Menuju Purwokerto Padat Merayap
",Netral
"
Mumpung Masih Ramadan, Beli Kurma di Transmart Full Day Sale Cuma Rp 30 Ribuan
",Positif
"
Cuma di Transmart Full Day Sale, Beli AC Dapat Potongan Harga Rp 1,3 Jutaan
",Positif
"
BRI Kasih THR Rp 1 Juta Buat yang Setor Tunai Tanpa Kartu di ATM, Mau?
",Positif
"
Akses Tol ke Stasiun Kereta Cepat Whoosh Halim Dibuka, Ini Jam Operasionalnya
",Netral
"
Memanfaatkan Transmart Full Day Sale untuk Penuhi Kebutuhan Lebaran
",Netral
"
Toples Cantik buat Kue Lebaran di Transmart Full Day Sale Mulai Rp 15 Ribuan
",Netral
"
Panas Menyengat, Pemudik Motor Disemprot Air
",Netral
"
Selain Nunggak Gaji, Indofarma Juga Digugat PKPU Gegara Tak Bisa Bayar Utang
",Negatif
"
PalmCo Siapkan 35 Ton Sembako Murah, Harga Diskon 50%!
",Positif
"
Cocok buat Mudik, Travel Bed di Transmart Full Day Sale Cuma Rp 300 Ribuan
",Netral
"
Serbu Diskon Biskuit Kaleng di Transmart Full Day Sale
",Positif
"
Catat! Ini Rincian Tarif Tol dari Jakarta ke Surabaya
",Netral
"
Beli Kulkas Side by Side di Transmart Full Day Sale Bisa Hemat Rp 3,4 Jutaan
",Positif
"
Pedagang Musiman Manfaatkan Macet Tol Merak
",Positif
"
Avrist Assurance Raih Penghargaan Best Digital Corporate Brand
",Positif
"
Pabrik Beton Siap Pakai di Subang Resmi Beroperasi, Segini Kapasitasnya
",Netral
"
Penyandang Disabilitas Mudik Gratis dengan Kereta Api
",Netral
"
Bikin Opor Makin Hemat, Ayam di Transmart Full Day Sale Mulai dari Rp 20 Ribuan
",Positif
"
Indofarma Akui Belum Punya Duit buat Bayar Gaji Karyawan
",Negatif
"
Jasa Penukaran Uang Lebaran Marak di Pinggir Jalan
",Netral
"
Belajar Memahami Ilmu Saham untuk Kecerdasan Keuangan
",Netral
"
Bisa buat Stok Lebaran, Sirup-Kue di Transmart Full Day Sale Mulai Rp 10 Ribuan
",Positif
"
Amankan Mudik Lebaran, Bos Pertamina Cek Stok dan Kualitas Avtur di Halim
",Netral
"
Miris! Gaji dan THR Karyawan Indofarma Belum Dibayar
",Negatif
"
Biar Kece Saat Lebaran, Beli Sepatu-Sandal di Transmart Full Day Sale Diskon 70%
",Positif
"
Belanja Praktis Pakai QRIS di BRImo, Dana Bisa dari Kartu Kredit Lho
",Positif
"
Ada 'SPBU Keliling' di Tol Jakarta-Merak, Bisa Antar BBM ke Pemudik
",Positif
"
Potret Puncak Arus Mudik di Pelabuhan Bakauheni
",Netral.
"
H-6 Konsumsi BBM Pertamina Melonjak Drastis, Pertamax Turbo Naik 90%
",Negatif
"
Penjelasan Sri Mulyani dan Airlangga Soal Anggaran Perlinsos-Bansos El Nino
",Netral
"
Enak Nih Libur, Yuk ke Transmart Full Day Sale Hari Ini, Diskonnya Mantul!
",Positif
"
Gaji PNS Golongan 3a dan Lainnya, Lengkap dengan Daftar Tunjangan
",Netral
"
Gamis Shimmer Jadi Tren Lebaran Bikin Pedagang Tanah Abang Kebanjiran Cuan
",Positif
"
Bursa Kripto Wanti-wanti Perusahaan Trader Kripto Cepat Urus Izin!
",Negatif
"
Ada Sinyal Aturan Pengetatan Impor Mau Dievaluasi Kemendag
",Netral
"
Pastikan Stok Aman, Semua Kilang Pertamina Tetap Optimal Meski Libur Lebaran
",Positif
"
Kuota LPG 3 Kg Ditambah 7,36 Juta Tabung Antisipasi Kebutuhan Lebaran
",Positif
"
Enaknya Mudik Gratis Naik Kapal Pelni, Hemat Rp 6 Jutaan-Dapat Makan Gratis
",Positif
"
Ada Bus Listrik Wira-wiri di Bandara Soetta, Ini Penampakannya
",Netral
"
Hyundai dan Kia Kepincut Bikin Baterai Mobil Listrik di India, Investasi Rp 38 T
",Positif
"
Alhamdulillah! Airlangga Bawa Kabar Baik buat Ekonomi RI
",Positif
"
Merasakan Langsung Mudik Gratis Naik Kapal Pelni Jakarta-Semarang 16,5 Jam
",Netral
"
Awas THR Cuma Numpang Lewat! Ini 5 Tips Biar Duit Lebih Awet
",Negatif
"
Pelabuhan Ciwandan Sediakan Area Bermain untuk Anak Pemudik
",Netral
"
Belum Punya Dana Darurat? Ini 5 Tips Kumpulkan Uang buat Jaga-jaga
",Netral
"
Ini Perusahaan Pertama yang Gabung Jadi Anggota Bursa Kripto RI
",Positif
"
Sudah Tiba di Semarang, Pelni Turunkan 2.384 Penumpang Mudik Motor Gratis
",Netral
"
Waspada Pencurian Data Nasabah Bank dengan Modus e-SIM Swap, Apa Itu?
",Negatif
"
Investasi Asing di IKN Digeber Usai MK Umumkan Putusan Sengketa Pilpres
",Netral
"
Jasa Raharja Jamin Perawatan-Santunan Korban Kecelakaan Tol Japek KM 58
",Netral
"
Terlanjur Sampai Pelabuhan Merak tapi Belum Punya Tiket, Pemudik Harus Apa?
",Negatif
"
Boeing Bermasalah Lagi, Penutup Mesin Lepas dan Hantam Sayap Pesawat
",Negatif
"
Bahlil Bicara soal Jokowi Diminta Dihadirkan di Sidang MK: Terlalu Lebay
",Negatif
"
Direktur BRI Cek Layanan Libur Lebaran, Pastikan Berjalan Optimal
",Netral
"
Stop Lakukan 5 Kesalahan Ini Jika Mau Lepas dari Jeratan Generasi Sandwich
",Negatif
"
PLN Tambah 4 Kali Lipat Jumlah SPKLU di Tol Trans Jawa & Sumatera
",Positif
"
Arie Febriant, Pemobil yang Meludah Saat Ditegur Punya Harta Rp 2,2 Miliar
",Negatif
"
Pelabuhan Ciwandan Mulai Layani Penyeberangan Roda 4
",Netral
"
Irak Mau Pasok 10 Juta Liter BBM ke Gaza
",Positif
"
BUMN Semen Berangkatkan 880 Orang Mudik Gratis ke 4 Provinsi
",Positif
"
Bahlil Sebut RI Bisa Segera Kuasai 61% Saham Freeport, Asal...
",Positif
"
Penanganan Kecelakaan KM 58 Selesai, Tol Japek Selatan Ditutup Lagi
",Negatif
"
Sekuriti Stasiun Tawang Kembalikan Tas isi Emas 500 Gram, Ini Kronologinya
",Netral
"
Ini Lokasi Akses Alternatif ke Stasiun Kereta Cepat yang Dibuka
",Netral
"
19.700 Orang Belum Punya Tiket Feri Jadi Biang Kerok Kemacetan Menuju Merak
",Negatif
"
Harga Emas Rehat Cetak Rekor, Hari Ini Turun Rp 10.000/Gram
",Negatif
"
Bahlil Temui Jokowi di Istana Saat Cuti Bersama, Ada Apa?
",Netral
"
Menhub Cek Lokasi Kecelakaan di KM 58 Tol Jakarta-Cikampek Sore Ini
",Netral
"
Konsumsi BBM Naik saat Arus Mudik, Pertamax Paling Tinggi
",Negatif
"
Draf Perpanjangan Kontrak Vale Sudah di Meja, Bahlil: Habis Lebaran Selesai!
",Positif
"
317 Ribu Kendaraan Lewat Tol Trans Sumatera Saat Mudik, Naik 50%
",Positif
"
Suasana Pelabuhan Ciwandan H-2 Lebaran, Masih Ramai tapi Lancar
",Netral
"
Menhub Lapor ke Jokowi 28% Pemudik Lewat Merak Belum Punya Tiket
",Negatif
"
Elnusa Petrofin Salurkan 9.264 Paket Sembako di Seluruh Indonesia
",Positif
"
193 Juta Orang Pulang Kampung, Luhut: Mudik Paling Meriah Sepanjang Sejarah
",Positif
"
Imbas Kecelakaan di KM 58 Tol Japek, Jasa Marga Buka Tol Japek Selatan Gratis
",Netral
"
Menhub Bicara Kesiapan Jalur Mudik via Darat-Udara, Singgung Cipali-Merak
",Netral
"
Menhub Ungkap Penyebab Macet hingga Belasan Kilometer Menuju Pelabuhan Merak
",Negatif
"
Jokowi Buka Suara soal Kepadatan Pemudik di Pelabuhan Merak
",Netral
"
Jokowi Cek Arus Mudik: Nggak Ada Antrean Terlalu Panjang di Bandara-Stasiun
",Netral
"
Jokowi Cek Arus Mudik di Stasiun Pasar Senen Bareng Menhub, Begini Kondisinya
",Netral
"
Holding BUMN Jasa Survei Berangkatkan Ratusan Pemudik ke Semarang-Surabaya
",Netral
"
Kemendag Buka Suara soal Barang Pekerja Migran Tertahan di Gudang
",Netral
"
Panen Raya Padi di Sulsel Jelang Lebaran
",Netral
"
Yuk Mampir ke Transmart! Ada Diskon 20% Tiap Hari buat Produk Fresh
",Positif
"
Tol Japek Selatan Dibuka Gratis Selama Mudik Lebaran, Ini Syaratnya
",Netral
"
6 Kartu e-Toll dari Berbagai Bank, Jangan Lupa Isi Saldo yang Cukup!
",Netral
"
8 Contoh Deskripsi Pengalaman Kerja dan Tips Menulisnya
",Netral
"
Energi di Bulan Suci dari Pulau Besi
",Netral
"
ESDM Catat Konsumsi BBM RON 90 Naik 13,82%, Stok Aman 21 Hari
",Netral
"
Heboh Rupiah Pecahan 1.0, Ternyata Begini Faktanya!
",Negatif
"
Potret Arus Mudik Tol Trans Jawa pada H-3 Lebaran
",Netral
"
3 Fakta Indofarma Tunggak Bayar Gaji Karyawan
",Negatif
"
Literasi Keuangan untuk Wirausaha Muda di Jawa Timur
",Netral
"
Jelang Lebaran, Penjualan Bedug di Tanah Abang Meningkat
",Positif
"
Kebutuhan Melonjak, Pertamina Tambah 7,36 Juta Tabung LPG 3 Kg
",Positif
"
Pakistan Tunjuk Menteri Keuangan Baru Tapi Tidak Digaji
",Netral
"
Lebaran Tinggal Sehari, Pedagang Kulit Ketupat Panen Rezeki
",Positif
"
Pengin Beli Camilan Saat Naik Kereta Cepat? Langsung ke Sini
",Netral
